name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB,season
Stephen Kelly,Fulham,ie,33,D(LR),184,82,0(2),106,-,-,-,-,0.5,76.3,1.5,-,-,0.5,1,-,2,-,-,-,-,0.5,0.5,-,0.5,1,19,-,0.5,-,2012-13
Pajtim Kasami,Fulham,ch,24,M(CLR),187,70,0(2),22,-,-,-,-,1,88.2,-,-,1,0.5,-,-,-,-,-,-,-,-,-,-,0.5,0.5,8.5,-,0.5,-,2012-13
Aaron Hughes,Fulham,nir,36,D(CR),183,71,23(1),2115,-,-,1,-,0.3,86.1,2.9,-,0.8,2.4,0.1,0.8,8.1,0.2,0.8,-,0.2,0.1,0.5,-,0.2,0.1,43.7,-,2.5,-,2012-13
Ashkan Dejagah,Fulham,ir,30,M(LR),181,77,13(8),1193,-,1,3,-,0.6,80.6,0.8,-,1.8,1.5,1.2,-,0.2,1,0.1,-,1,0.8,1,0.2,1.5,1.1,22.3,0.3,0.4,-,2012-13
Urby Emanuelson,Fulham,nl,30,"D(L),M(CLR)",176,68,5(8),644,1,-,1,-,0.8,80.5,0.2,-,1.5,0.8,0.9,0.1,0.8,0.5,0.1,-,0.5,0.9,0.5,0.2,0.8,0.8,20.2,0.3,1.2,0.1,2012-13
Hugo Rodallega,Fulham,co,31,FW,181,72,14(15),1510,3,1,-,-,2.1,76.7,1.3,1,0.2,0.3,0.7,-,0.4,0.2,-,-,0.8,0.1,0.7,0.1,0.9,1.1,16.6,-,0.3,-,2012-13
Philippe Senderos,Fulham,ch,31,D(C),190,86,18(3),1681,-,-,6,-,0.1,82.7,1.4,-,1.2,2,0.8,1,6.2,0.2,0.4,-,0.1,0.3,0.3,-,-,0.2,32,-,2.5,-,2012-13
Eyong Enoh,Fulham,cm,30,DMC,178,70,8(1),693,-,-,3,-,0.3,88.7,0.6,-,2.7,2.2,2.2,-,1.1,2.3,0.3,-,0.4,0.1,1.2,-,1.6,0.6,38.3,-,2,-,2012-13
Alexander Kacaniklic,Fulham,se,25,AM(CLR),181,72,16(4),1264,4,2,-,-,1.3,85.3,0.2,1,0.5,1,0.2,-,0.5,0.2,0.1,-,0.7,0.9,0.9,0.1,1,1.1,14.3,0.4,-,0.1,2012-13
Brede Hangeland,Fulham,no,35,D(C),195,85,35,3046,-,-,2,1,0.3,84.4,3.6,3,1.4,2.5,0.8,0.5,9.6,0.7,1.2,-,0.1,0.5,0.3,-,0.2,0.2,43.7,-,4.6,-,2012-13
John Arne Riise,Fulham,no,35,D(L),188,77,29(2),2530,-,2,4,-,0.9,76.2,1.5,1,1.7,1.7,0.6,0.3,3.7,0.5,0.4,-,0.6,0.3,0.5,0.1,0.4,0.4,37.5,0.5,2.9,-,2012-13
Bryan Ruiz,Fulham,cr,31,M(CR),188,78,26(3),2386,5,7,2,-,1.8,84.8,1.5,3,1.7,1.8,0.5,-,1,1.1,0.2,-,1.7,1.1,1.7,0.1,2.7,1.5,45.8,0.8,2.6,0.2,2012-13
Steve Sidwell,Fulham,eng,33,M(C),178,70,24(4),2104,4,2,7,2,1.4,85.5,1.1,2,3.8,2.7,2,-,2.3,1.1,0.8,-,0.7,0.4,0.9,-,1,0.6,38.9,0.1,2.9,-,2012-13
Stanislav Manolev,Fulham,bg,30,"D(R),M(R)",183,72,4(1),430,-,-,2,-,0.4,74.5,0.6,-,2,2.4,2.2,0.2,2.8,0.8,-,-,-,0.6,0.6,0.2,1.8,0.6,39.2,1,0.6,-,2012-13
Mahamadou Diarra,Fulham,ml,35,DMC,182,80,7(1),608,-,-,1,-,0.6,90,1.6,-,2.4,2.8,1.5,-,1.3,0.8,0.4,-,0.3,0.5,1.4,-,1,0.3,64,-,6.4,-,2012-13
Mark Schwarzer,Fulham,au,43,GK,194,95,36,3240,-,-,-,-,-,51.3,0.3,-,-,0.1,-,-,0.9,0.1,-,-,-,-,0.2,-,-,0.1,32.2,-,8.6,-,2012-13
Chris Baird,Fulham,nir,34,"D(LR),DMC",185,74,14(5),1315,2,-,5,-,0.7,84.6,0.5,-,1.4,3.2,0.9,-,1.7,0.8,0.7,-,0.6,0.1,0.3,-,0.5,0.3,45.4,0.1,3.1,0.1,2012-13
Matthew Briggs,Fulham,eng,25,D(L),184,76,3(2),294,-,-,-,-,0.4,79,0.4,-,2.8,1.8,0.4,-,2.2,0.8,0.2,-,0.2,1,0.4,-,0.4,0.4,24.8,0.2,2,-,2012-13
Dimitar Berbatov,Fulham,bg,35,"AM(C),FW",188,79,32(1),2849,15,3,1,-,2.5,77.8,2.3,4,1,1,1.5,-,1.3,0.3,0.1,-,1.4,1,1.4,1.1,2.2,1.9,44.4,0.3,1.3,-,2012-13
Damien Duff,Fulham,ie,37,M(LR),178,60,27(4),2338,3,7,-,-,0.6,86.9,0.2,-,0.7,0.6,0.5,-,0.8,0.3,0.2,-,1.3,0.2,0.9,0.4,0.8,0.9,23.2,1.4,0.4,-,2012-13
Emmanuel Frimpong,Fulham,gh,24,M(C),180,70,2(4),220,-,1,1,-,0.3,87.4,0.2,-,1.8,0.7,1.3,-,1.5,0.8,0.7,-,0.2,-,0.5,-,1,0.5,19.8,-,1.7,0.2,2012-13
Kevin Nolan,West Ham,eng,34,M(C),183,85,35,2991,10,2,6,-,2.3,78.6,0.5,1,1.7,0.9,1.9,0.1,1.2,1,0.3,-,0.8,0.1,0.5,0.5,1.3,0.9,29.1,0.2,1.1,0.1,2012-13
Joe Cole,West Ham,eng,34,M(LR),175,63,7(4),618,2,-,2,-,1.3,80.5,0.4,-,0.7,0.5,0.6,0.1,0.2,0.1,-,-,1.4,0.3,0.8,0.7,1.7,0.3,23.3,1.9,0.5,0.2,2012-13
Joey O'Brien,West Ham,ie,30,D(LR),180,70,32(1),2724,2,4,6,-,0.3,79.2,1.2,-,1.6,0.9,0.8,0.1,5,0.6,0.5,1,0.6,0.4,0.8,-,0.4,0.4,28.3,0.4,1.6,-,2012-13
Andy Carroll,West Ham,eng,27,FW,193,79,22(2),1939,7,4,5,-,3.3,60.9,9.3,2,0.7,0.5,1.6,-,2.5,0.2,0.3,-,1.4,0.3,2.2,0.4,2.1,1.9,28.8,-,0.8,-,2012-13
Marouane Chamakh,West Ham,ma,32,"AM(C),FW",185,70,2(1),151,-,-,-,-,1.7,64.2,5.3,-,1,-,-,-,-,0.3,-,-,1.3,0.3,0.7,-,2,2,22.3,-,0.3,-,2012-13
Yossi Benayoun,West Ham,il,36,M(R),178,70,4(2),314,-,1,1,-,0.5,74.5,0.2,-,1.7,1,0.8,-,1.3,0.7,0.3,-,0.5,0.2,0.5,0.2,0.8,1,17,0.3,0.2,-,2012-13
Jordan Spence,West Ham,eng,26,D(R),189,72,0(4),22,-,-,-,-,-,50,0.3,-,-,-,0.3,-,0.3,0.3,-,-,-,-,-,0.3,-,0.3,3,-,-,-,2012-13
Matthew Jarvis,West Ham,eng,30,M(LR),173,70,29(3),2565,2,-,-,-,0.8,74.8,0.6,-,0.7,0.5,0.3,-,0.9,0.6,-,-,1.4,0.5,0.8,0.2,1.3,0.9,18.5,1.9,0.4,-,2012-13
Robert Hall,West Ham,eng,22,AM(CLR),173,66,0(1),12,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2012-13
Mark Noble,West Ham,eng,29,M(C),180,70,25(3),2286,4,3,7,-,0.5,82.6,0.2,4,3.6,1.8,1.2,-,1.1,1.3,0.2,-,1.5,0.4,0.9,-,1.1,0.7,51.6,1.3,3.8,0.1,2012-13
Alou Diarra,West Ham,fr,35,"D(C),M(C)",190,79,1(2),138,-,-,1,-,0.7,80,2,-,2,0.3,1.3,0.3,2,1,0.7,-,-,0.3,0.3,-,1,-,21.7,-,0.7,-,2012-13
Winston Reid,West Ham,nz,28,D(C),190,87,36,3145,1,-,8,-,0.4,74.8,2.4,3,1.9,2,1.1,0.7,8.8,0.6,0.7,-,0.3,-,1.1,-,0.1,0.3,23.9,-,2.4,-,2012-13
James Tomkins,West Ham,eng,27,D(CR),191,74,18(8),1730,1,1,5,-,0.8,74.8,2.7,1,1.3,1.1,0.4,0.7,7,0.3,0.7,-,0.2,-,0.5,0.1,0.1,0.3,24.4,0.2,2.5,-,2012-13
George McCartney,West Ham,nir,35,D(L),180,69,9(3),879,-,2,2,-,-,79.7,0.3,-,1.8,0.6,1,0.3,3.1,0.3,0.4,-,0.6,0.3,0.5,-,0.8,0.3,25,1,1.6,-,2012-13
Modibo Maiga,West Ham,ml,29,FW,185,76,2(15),410,2,2,2,-,0.8,71.9,0.6,-,0.5,0.1,0.6,-,0.2,0.1,-,-,0.5,0.2,0.1,0.2,0.9,0.6,9,0.2,0.1,-,2012-13
Ricardo Vaz Te,West Ham,pt,29,"AM(LR),FW",189,80,18(6),1610,3,4,3,-,1.8,73.1,1.1,-,1.3,1,0.8,0.1,1,0.5,-,-,1.2,0.7,1.3,0.4,1.1,1.4,21.5,0.6,0.4,0.1,2012-13
Carlton Cole,West Ham,eng,32,FW,191,84,14(13),1360,2,1,2,1,1.3,59.6,3.9,1,0.1,0.1,1.5,-,1,0.1,0.1,-,0.4,0.1,0.6,0.3,1.7,1.3,15.8,0.1,0.1,-,2012-13
Jussi Jääskeläinen,West Ham,fi,41,GK,191,81,38,3420,-,-,2,-,-,52.4,-,5,-,-,-,-,0.5,-,-,-,0.1,-,0.1,-,-,-,27.3,-,12.1,-,2012-13
Gary O'Neil,West Ham,eng,33,M(CR),173,70,17(7),1442,1,3,2,-,0.5,77.5,0.4,-,1.4,1.1,1,-,1.3,0.8,0.2,-,1.5,0.2,0.5,0.1,0.6,0.9,32.3,1.1,2.8,-,2012-13
Dan Potts,West Ham,eng,22,Defender,172,70,1(1),117,-,-,-,-,-,67.6,-,-,3.5,0.5,-,-,4,0.5,0.5,-,-,-,-,-,0.5,1.5,18.5,-,1,-,2012-13
James Collins,West Ham,wls,33,D(C),188,83,29,2496,-,1,9,-,0.7,64.9,2.9,-,1.8,1.6,0.8,1.2,10.7,0.8,1.4,-,0.2,0.1,0.4,-,0.1,0.2,24.6,-,3.5,-,2012-13
Matthew Taylor,West Ham,eng,34,M(CLR),178,73,14(14),1370,1,2,2,-,1.2,70.7,0.7,-,0.8,0.6,0.4,-,1.5,0.4,0.3,-,0.8,0.1,0.4,0.2,0.8,1,16.6,1,1,-,2012-13
Guy Demel,West Ham,ci,35,D(R),188,88,28(3),2479,-,2,2,-,0.1,79,0.8,-,1.4,1.2,0.6,0.3,3.4,0.3,0.4,-,0.6,0.8,0.5,0.1,1.2,0.5,26.8,1,0.7,-,2012-13
Mohamed Diamé,West Ham,sn,29,M(CLR),184,80,31(2),2612,3,-,3,-,1.6,84.2,0.7,-,3.5,1.2,1.6,0.1,0.6,0.5,0.2,-,0.7,2,1.2,-,2.5,1.8,23.2,0.2,1.2,0.1,2012-13
Jack Collison,West Ham,wls,27,M(C),183,75,5(12),629,2,-,2,-,0.6,78,0.2,-,0.4,0.2,0.6,-,1,0.4,-,-,0.6,0.2,0.2,0.1,0.4,0.4,13.6,0.2,0.4,-,2012-13
Emanuel Pogatetz,West Ham,at,33,D(C),191,90,1(5),149,-,-,2,-,0.2,66.7,0.3,-,1.3,-,1,-,3,0.8,-,-,-,-,0.2,-,0.5,-,6,-,0.5,-,2012-13
Tom Huddlestone,Tottenham,eng,29,DMC,180,80,11(9),1029,-,4,3,1,1,83.6,0.8,-,1.2,1,0.8,0.2,2.1,0.3,0.3,-,1.1,0.2,0.4,-,0.7,0.4,33.2,1.3,5,0.2,2012-13
Clint Dempsey,Tottenham,us,33,"M(CL),FW",186,78,22(7),1999,7,4,4,-,2.4,81.2,2,3,0.9,0.7,0.9,-,1,0.3,0.1,-,1.1,0.3,1.6,0.4,1.7,1.2,26.4,-,0.6,0.2,2012-13
Michael Dawson,Tottenham,eng,32,D(C),188,76,23(4),2012,1,-,4,-,0.3,83.8,3,2,1.4,1.7,0.6,0.5,10,0.5,0.5,-,-,-,0.5,-,0.1,0.2,39.6,-,4.9,-,2012-13
Steven Caulker,Tottenham,eng,24,D(C),191,76,17(1),1575,2,1,-,-,0.8,89.7,2.2,1,1.1,1.8,0.3,1.1,10.1,0.1,0.4,-,0.4,-,0.1,-,0.2,0.1,36.3,-,3.1,-,2012-13
Iago Falque,Tottenham,es,26,AM(CLR),174,69,0(1),5,-,-,-,-,-,77.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,2012-13
Jan Vertonghen,Tottenham,be,29,D(CL),189,86,34,3060,4,3,7,-,1.1,87.1,1.6,5,3.1,2.9,0.7,0.8,8.7,0.6,0.2,-,0.7,0.8,0.7,0.1,0.6,0.6,47.8,0.3,3.6,0.1,2012-13
Mousa Dembélé,Tottenham,be,29,M(CR),185,82,26(4),2211,1,3,4,-,0.8,90.8,0.9,-,2.7,1.4,1.7,0.1,0.6,0.5,-,-,1.9,1.8,1.2,-,1.3,0.9,48.8,-,3.3,0.1,2012-13
Jermaine Jenas,Tottenham,eng,33,M(C),180,73,0(1),13,-,-,-,-,-,100,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,9,1,1,-,2012-13
Hugo Lloris,Tottenham,fr,29,GK,188,73,27,2430,-,-,-,-,-,50.4,0.3,-,-,0.1,-,-,1.7,-,-,-,-,-,0.1,-,-,0.1,24.3,-,5.7,-,2012-13
Brad Friedel,Tottenham,us,45,GK,191,92,11,990,-,-,-,-,-,51.6,-,-,-,-,-,-,0.6,-,-,-,-,-,-,-,-,0.1,29.3,-,6.9,-,2012-13
Jake Livermore,Tottenham,eng,26,DMC,180,76,5(7),416,-,-,3,-,0.2,86,0.3,-,1.2,0.8,1.1,-,0.8,0.4,-,-,0.4,0.1,0.2,-,0.5,0.3,23.3,0.1,2.3,-,2012-13
Scott Parker,Tottenham,eng,35,M(C),170,67,15(6),1363,-,1,1,-,0.7,84,0.5,-,2.5,2.2,1,-,1.1,0.7,0.2,-,0.9,0.4,1.4,-,1.1,0.8,44.4,0.1,1.6,0.2,2012-13
Kyle Walker,Tottenham,eng,26,D(R),178,70,36,3161,-,4,5,-,0.9,83.4,1.4,-,2.3,2.4,0.8,0.4,5.1,0.4,0.3,-,1.5,0.7,0.6,0.1,0.8,0.5,44.4,0.8,3,0.2,2012-13
Sandro,Tottenham,br,27,M(C),187,75,22,1780,1,2,4,-,1.1,85.7,0.9,-,3.3,3.6,1.5,0.1,3.5,0.5,0.4,-,1,0.7,1.3,-,1.1,0.6,42.3,0.2,2.5,0.1,2012-13
Gylfi Sigurdsson,Tottenham,is,27,M(CLR),186,79,12(21),1221,3,4,-,-,1.6,80.6,0.2,1,0.8,1.1,0.5,-,0.4,0.5,-,-,0.8,0.2,0.5,-,0.8,0.7,13.1,0.5,0.3,-,2012-13
Benoit Assou-Ekotto,Tottenham,cm,32,D(L),178,69,12(3),1142,1,-,2,-,0.6,73.3,1.1,1,1.3,3,1.1,0.5,4.1,0.7,0.3,-,0.9,0.7,0.9,-,0.7,0.5,42.7,1,5.2,0.1,2012-13
Kyle Naughton,Tottenham,eng,27,D(LR),175,73,13(1),1061,-,1,-,-,0.4,83.2,1.6,-,2.4,1.7,0.6,0.2,4.1,0.7,0.1,-,0.8,0.3,0.2,-,0.4,0.4,47.6,0.4,2.9,0.1,2012-13
Tom Carroll,Tottenham,eng,24,M(C),177,71,0(7),79,-,1,-,-,0.1,84,-,-,0.9,0.3,0.3,-,0.1,0.1,-,-,0.1,0.3,0.1,-,-,0.1,14.3,-,1.1,-,2012-13
Aaron Lennon,Tottenham,eng,29,M(LR),165,63,33(1),2840,4,7,1,-,0.9,84.5,0.2,1,1.2,0.8,0.4,-,0.4,0.4,0.1,-,2,1.3,1.2,0.2,1.1,0.9,25.9,0.4,0.5,0.1,2012-13
William Gallas,Tottenham,fr,39,D(C),181,69,16(3),1526,1,-,2,-,0.3,90.5,1.5,-,0.9,1.7,0.3,0.9,9.1,0.1,0.7,-,-,0.1,0.1,0.2,0.3,0.2,32,-,3.6,-,2012-13
Younes Kaboul,Tottenham,fr,30,D(C),182,75,1,90,-,-,-,-,1,93.1,2,-,1,1,-,-,10,-,-,-,1,-,-,1,-,-,29,-,3,-,2012-13
Lewis Holtby,Tottenham,de,25,M(CLR),176,72,4(7),508,-,2,2,-,0.9,84.3,0.3,-,1.3,1.1,1.4,-,0.2,0.7,-,-,1.2,0.2,0.3,-,1.1,0.7,31.9,0.1,2.3,0.3,2012-13
Andros Townsend,Tottenham,eng,25,AM(LR),181,77,0(5),29,-,-,-,-,0.4,100,-,-,0.2,0.2,-,-,0.2,0.4,-,-,1,0.6,0.6,-,0.2,-,3.8,0.2,-,-,2012-13
Harry Kane,Tottenham,eng,23,"AM(C),FW",188,65,0(1),4,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012-13
Jermain Defoe,Tottenham,eng,33,"AM(R),FW",171,65,27(7),2415,11,3,4,-,3.2,85.1,0.2,3,0.5,0.3,0.7,-,0.1,0.2,-,-,0.9,0.4,0.7,0.5,1.2,1.4,12.9,-,0.3,0.2,2012-13
Emmanuel Adebayor,Tottenham,tg,32,FW,191,82,18(7),1598,5,1,3,1,1.7,80.8,1.5,-,0.7,0.1,1.2,-,0.6,0.1,-,-,1.1,0.6,1,0.8,2.4,1.6,24.6,0.1,0.8,-,2012-13
Gareth Bale,Tottenham,wls,27,"M(CLR),FW",183,74,33,2925,21,4,6,-,5,78.6,1.7,11,1,1.3,0.7,0.1,1.8,0.5,0.1,1,2.3,1.8,1.4,0.3,1.6,1.7,34.2,1.9,1.1,0.1,2012-13
Rafael van der Vaart,Tottenham,nl,33,M(C),176,74,1(1),85,-,-,-,-,1,88.5,0.5,-,1.5,-,0.5,-,-,-,-,-,1,0.5,0.5,-,1.5,-,30.5,0.5,4.5,-,2012-13
Seamus Coleman,Everton,ie,27,"D(R),M(R)",178,67,24(2),2163,-,5,4,-,0.4,80.5,0.6,-,2.4,1.9,0.7,0.1,2.3,0.2,0.3,-,1,1,1.7,0.1,1.1,1,29.2,0.9,1.2,-,2012-13
Leon Osman,Everton,eng,35,M(CLR),173,67,36,3186,5,2,9,-,2.1,85.9,1.6,-,2.4,2.3,1.2,-,2.3,1.6,0.4,-,0.8,0.8,1.9,-,1.6,0.8,49.7,0.1,2.9,-,2012-13
Tony Hibbert,Everton,eng,35,D(R),175,71,4(2),431,-,-,1,-,-,82,0.3,-,2.3,1.7,0.3,-,3.7,0.7,-,-,0.5,0.2,0.5,-,-,0.2,25,0.5,1,-,2012-13
Steven Naismith,Everton,sct,29,"AM(CLR),FW",178,72,13(18),1280,4,1,-,-,0.6,76.2,1,-,0.9,0.3,0.8,-,0.7,0.5,0.1,-,0.6,-,0.7,0.1,0.3,0.7,14.5,0.1,0.2,-,2012-13
John Heitinga,Everton,nl,32,D(C),182,72,17(9),1603,-,-,5,-,0.3,82.8,0.9,-,0.7,1.5,0.7,0.8,3.6,0.1,0.5,-,0.2,-,0.5,-,-,-,23.5,-,3.6,-,2012-13
Phil Neville,Everton,eng,39,M(C),180,69,18,1553,-,1,4,-,0.2,86.8,0.9,-,1.2,1.5,1.3,0.1,1.4,0.4,0.3,-,0.4,0.1,0.3,-,0.4,0.6,44.9,0.1,2.4,-,2012-13
Nikica Jelavic,Everton,hr,31,FW,188,88,26(11),2431,7,2,4,-,2.3,68.2,1.5,1,0.4,0.1,1.1,-,0.8,0.4,0.1,-,0.7,0.2,0.9,1.2,1,1.2,13.2,0.2,0.1,-,2012-13
Kevin Mirallas,Everton,be,28,M(CLR),179,68,23(4),1836,6,3,3,-,2.6,80.9,0.1,1,1.3,0.6,1.1,-,0.2,0.9,-,-,1.6,1.4,0.9,0.6,1.7,1.2,21.7,1.2,0.9,-,2012-13
Leighton Baines,Everton,eng,31,"D(L),M(L)",170,74,38,3420,5,5,4,-,0.9,82.3,0.3,5,2.4,1.5,0.8,0.1,2,0.6,0.2,1,3.1,0.8,1.5,-,0.9,0.5,43.7,2.8,1.3,-,2012-13
Steven Pienaar,Everton,za,34,M(L),173,69,35,3066,6,6,5,2,1.8,81.8,0.5,2,1.9,2,1.3,-,0.4,0.6,0.1,-,2.3,0.7,2.5,0.1,2.4,1.8,46.4,0.5,1.5,0.1,2012-13
Phil Jagielka,Everton,eng,34,D(CR),183,83,36,3155,2,1,1,-,0.7,78.2,2.4,1,1.8,2.3,0.3,0.9,7,0.3,0.9,-,0.4,0.1,0.9,-,0.2,0.3,40.8,0.2,6.3,-,2012-13
Darron Gibson,Everton,ie,28,M(C),183,90,22(1),1811,1,2,4,1,1.6,81.7,0.4,1,1.9,1.5,0.8,-,1.6,0.6,0.2,-,1.2,0.3,0.2,-,0.3,0.4,49.6,0.6,5,-,2012-13
Tim Howard,Everton,us,37,GK,187,88,36,3240,-,-,-,-,-,57.1,0.3,-,0.1,-,-,-,1.1,0.1,-,-,-,-,0.1,-,-,-,25.7,-,9.1,-,2012-13
Thomas Hitzlsperger,Everton,de,34,AM(C),184,82,4(3),349,-,-,-,-,1.4,77.9,0.3,-,0.7,1,0.4,-,1.1,0.7,-,-,1.3,0.3,-,-,0.4,0.1,28.4,1,1.7,-,2012-13
Apostolos Vellios,Everton,gr,24,Forward,191,79,0(6),54,-,1,-,-,0.7,68,0.5,-,-,-,0.7,-,-,-,-,-,0.7,-,-,-,0.2,0.2,4.2,-,0.2,-,2012-13
Magaye Gueye,Everton,fr,26,AM(LR),179,73,0(2),49,-,-,-,-,-,100,-,-,0.5,-,0.5,-,0.5,-,-,-,-,1.5,-,-,-,0.5,6.5,0.5,-,-,2012-13
Sylvain Distin,Everton,fr,38,D(C),193,87,31(3),2837,-,1,2,-,0.5,77.5,3.7,2,1.5,1.6,0.4,0.8,9.2,0.2,0.6,-,0.4,0.1,0.7,0.1,0.2,0.1,32.8,-,2.8,-,2012-13
Marouane Fellaini,Everton,be,28,M(C),194,85,31,2786,11,5,8,-,2.9,79.2,4.9,8,2.6,1.2,2.6,-,2.1,0.4,0.1,-,1.3,0.6,1.5,0.4,2.4,2.4,52.5,0.1,1.8,0.1,2012-13
Ján Mucha,Everton,sk,33,GK,189,87,2,180,-,-,-,-,-,46.6,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,29,-,9,-,2012-13
Victor Anichebe,Everton,ng,28,FW,185,80,19(7),1721,6,4,2,-,2.5,67.4,2.8,-,0.7,0.2,1.2,-,0.5,0.3,0.1,-,0.9,0.3,0.9,0.5,1.1,2.2,17.3,0.2,0.4,-,2012-13
Bryan Oviedo,Everton,cr,26,D(L),172,69,1(14),227,-,1,1,-,0.4,78.7,0.1,-,0.4,0.1,0.1,-,0.1,0.1,-,-,0.1,0.2,0.3,-,0.7,0.3,6.3,0.1,0.1,-,2012-13
Shane Duffy,Everton,ie,24,D(C),193,76,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012-13
Ross Barkley,Everton,eng,22,M(CL),189,76,2(5),206,-,-,2,-,1,79.2,1.3,-,1.3,0.6,0.3,-,0.7,0.3,0.3,-,0.3,0.6,0.1,-,1,0.6,14.4,-,0.6,0.1,2012-13
Nani,Manchester United,pt,29,"M(CLR),FW",175,66,7(4),631,1,2,1,-,1.7,79.4,0.4,-,0.9,0.9,0.6,-,0.4,0.2,-,-,1,0.9,0.9,0.2,1.7,0.8,24.3,0.7,0.3,0.1,2012-13
Rio Ferdinand,Manchester United,eng,37,D(C),189,82,26(2),2324,1,1,2,-,0.1,89.6,1.6,1,1.3,1.4,0.3,0.4,7.9,0.1,0.6,-,0.2,0.3,0.4,-,0.3,0.3,46.4,-,5,-,2012-13
Ashley Young,Manchester United,eng,31,"D(R),M(LR)",180,65,17(2),1375,-,3,1,-,1.4,83.5,0.6,-,1.2,0.8,0.7,0.1,0.6,0.4,0.1,-,1.8,0.5,2.1,0.2,0.9,0.9,35.3,1.2,1.4,0.1,2012-13
Chris Smalling,Manchester United,eng,26,D(CR),192,81,10(5),1013,-,-,1,-,0.5,85,2,-,1,1.1,0.4,0.2,5.4,0.1,0.7,-,0.1,0.1,0.5,0.1,0.4,0.2,30.2,0.3,1.8,-,2012-13
Nick Powell,Manchester United,eng,22,"AM(C),FW",183,65,0(2),29,1,-,-,-,0.5,77.3,0.5,-,1,-,-,-,-,-,-,-,-,0.5,-,-,-,-,11,-,0.5,-,2012-13
Tom Cleverley,Manchester United,eng,27,M(CLR),175,67,18(4),1456,2,2,1,-,0.9,90.2,0.2,-,1.7,0.7,0.4,-,1,1,0.1,-,0.9,0.2,1,-,0.5,0.6,48.9,0.2,3,-,2012-13
Robin van Persie,Manchester United,nl,33,FW,183,71,35(3),3123,26,9,6,-,3.7,80.5,1.3,10,0.6,0.4,1,-,1.2,0.2,0.2,-,1.9,0.7,1.4,1.2,2,1.3,26.8,1.1,1.1,0.1,2012-13
Danny Welbeck,Manchester United,eng,25,"AM(CLR),FW",185,73,13(14),1288,1,4,1,-,1.4,86.8,0.8,-,1.3,0.6,0.5,-,0.4,0.1,0.1,-,0.8,0.8,0.6,0.1,1.4,1.1,18.8,0.1,0.4,-,2012-13
Alexander Buttner,Manchester United,nl,27,D(L),174,75,4(1),382,2,1,1,-,1.2,82.4,1.2,1,2.2,1.4,1.6,0.2,3.2,0.8,0.2,-,0.4,1.4,1.2,-,1.6,2,34,0.2,1,-,2012-13
Wayne Rooney,Manchester United,eng,30,"AM(CL),FW",176,83,22(5),2019,12,10,7,-,3.2,82.9,0.6,3,0.7,0.5,1,-,0.9,0.4,0.1,1,1.8,0.4,0.7,0.1,1.9,0.9,45.9,0.6,3.7,0.3,2012-13
Ryan Giggs,Manchester United,wls,42,M(CL),180,68,12(10),1162,2,3,-,-,0.6,81.3,0.2,-,2,0.5,0.6,-,0.3,0.6,0.1,-,1.1,0.5,0.2,0.1,1.3,0.9,28.9,0.6,1.4,0.1,2012-13
Patrice Evra,Manchester United,fr,35,"D(L),M(L)",174,74,34,3060,4,5,3,-,0.6,87.1,2,2,2.4,1.5,1,0.1,4.9,0.6,0.4,-,0.7,0.8,0.9,0.1,1.2,0.9,41.8,0.6,1.1,-,2012-13
Antonio Valencia,Manchester United,ec,31,"D(R),M(R)",181,83,24(6),2212,1,5,6,-,0.5,84.1,1,-,1.9,0.8,1.2,-,0.6,0.4,0.1,-,1.4,1.4,0.7,0.3,1.5,0.9,35.9,1.3,0.8,-,2012-13
Phil Jones,Manchester United,eng,24,"D(CR),DMC",185,72,13(4),1206,-,1,4,-,0.6,85.3,1.6,-,1.6,1.9,0.8,0.2,3.5,0.4,0.5,-,0.5,0.4,1.2,-,0.8,0.6,34.8,0.3,2,-,2012-13
Paul Scholes,Manchester United,eng,41,M(C),168,70,8(8),769,1,1,7,-,0.8,92.4,0.2,-,1.7,0.4,1.3,-,0.3,0.5,0.1,-,0.5,0.1,0.7,-,0.6,0.1,53.5,-,7.9,-,2012-13
David de Gea,Manchester United,es,25,GK,192,76,28,2520,-,-,-,-,-,54.8,0.2,1,-,-,-,-,1,-,-,-,-,-,0.3,-,-,-,23.5,-,6.1,-,2012-13
Darren Fletcher,Manchester United,sct,32,M(C),183,83,2(1),181,1,-,-,-,0.7,87.8,2,1,0.3,0.3,0.7,-,1.7,1,0.3,-,0.7,0.7,1,-,1.3,1,60,-,5.7,-,2012-13
Rafael,Manchester United,br,26,D(R),172,78,27(1),2317,3,3,6,1,0.8,84.5,1.3,4,3.1,2.1,1.3,0.1,4.5,0.8,0.4,-,0.9,0.6,1,0.1,1.1,1,43.2,0.7,1.1,-,2012-13
