name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB
Jonny Evans,Manchester United,nir,28,D(CL),188,77,12(2),1091,-,-,1,-,0.1,85.1,1.7,-,2.3,1.8,0.5,0.4,5.1,0.5,0.4,-,0.1,0.4,0.6,-,0.2,0.1,59.8,-,4.8,0.1
Chicharito,Manchester United,mx,28,FW,175,73,1,46,-,-,-,-,-,90,-,-,-,1,2,-,-,1,-,-,1,1,1,-,1,-,10,-,-,-
Erik Pieters,Stoke,nl,28,D(L),184,84,29(2),2564,-,2,8,-,0.3,80.7,1.9,2,2.3,1.9,1.5,0.2,4.4,1.2,0.3,-,0.5,0.4,1.2,-,0.5,0.8,34.8,0.5,1.9,-
Marko Arnautovic,Stoke,at,27,AM(LR),192,83,20(9),1918,1,5,2,-,1.5,79.8,0.4,1,1.2,0.9,1.1,-,0.1,0.6,-,-,1.4,1.3,0.9,0.4,1.2,1.1,23.9,0.9,0.8,-
Phil Bardsley,Stoke,sct,31,D(LR),180,74,24(1),2082,-,1,6,-,0.9,74.8,1.8,1,2.8,1.4,1,0.1,2.9,0.8,0.6,-,0.7,0.4,1.3,-,0.7,0.9,28.8,0.5,1.6,-
Bojan,Stoke,es,26,"AM(CLR),FW",170,65,14(2),1209,4,1,2,-,2,85,0.1,1,1.4,0.9,0.4,-,0.1,1.3,0.1,-,1.6,2.8,2,0.1,2.4,1.8,34.9,0.9,1.9,0.1
Victor Moses,Stoke,ng,25,M(CLR),177,75,19,1455,3,3,3,-,2.2,81.5,0.8,3,1.7,1.2,1.1,-,0.4,0.4,-,-,1.7,3.3,1.8,0.2,1.8,1.9,21.1,1.6,0.4,-
Philipp Wollscheid,Stoke,de,27,D(C),194,88,12,1007,-,-,4,-,0.3,78,2.8,1,1.4,1.3,0.8,0.7,6.2,1.1,0.3,-,0.4,-,0.7,-,0.3,0.5,39,-,2.9,-
Steven N'Zonzi,Stoke,fr,27,M(C),190,75,38,3376,3,1,2,-,1.2,85,2.8,2,1.9,0.8,0.8,-,1.2,0.8,0.1,-,0.9,1.2,0.7,0.1,1.2,1.2,56.6,0.2,2.3,-
Jack Butland,Stoke,eng,23,GK,192,95,3,270,-,-,-,-,-,45.9,-,-,-,-,-,-,1.3,-,-,-,-,-,-,-,-,0.3,32.7,-,8.3,-
Oliver Shenton,Stoke,eng,18,Midfielder,186,77,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ryan Shawcross,Stoke,eng,28,D(C),191,76,32,2832,2,1,7,-,0.6,76.9,3.5,4,1.3,1.6,0.8,0.3,7.5,0.5,1,-,0.4,0.3,0.7,0.1,0.1,0.4,35.7,-,3.4,-
Charlie Adam,Stoke,sct,30,M(C),185,83,15(14),1508,7,1,5,-,2.1,76.6,0.8,1,1.8,0.7,1.3,-,0.9,0.8,0.1,-,1.1,0.7,1,-,1,1.1,26.2,0.9,2.9,-
Asmir Begovic,Stoke,ba,29,GK,198,83,35,3150,-,-,3,-,-,61.7,0.2,-,-,-,-,-,0.5,0.1,-,-,-,-,0.1,-,-,-,27.6,-,10.4,-
Marc Muniesa,Stoke,es,24,D(CL),179,72,14(5),1387,-,-,3,-,0.3,81.4,1.7,-,2.1,2.1,0.9,0.7,4.5,1.5,0.4,-,0.2,0.5,0.7,-,0.4,0.6,29.9,0.2,1.2,-
Mame Biram Diouf,Stoke,sn,28,"AM(LR),FW",185,79,28(6),2438,11,3,7,-,1.6,65.9,1.6,3,1.1,0.2,1.8,-,1.1,0.6,0.1,-,0.8,0.6,1.1,0.5,0.8,1.7,13.3,0.1,0.1,-
Stephen Ireland,Stoke,ie,30,M(C),176,68,11(6),935,-,3,3,-,0.9,83.1,0.5,-,1.5,0.9,1.1,-,0.2,0.9,0.1,-,1.3,0.2,0.4,0.3,0.6,1,26.2,0.5,0.7,-
Marc Wilson,Stoke,ie,29,"D(CL),DMC",188,80,25(2),2124,-,-,4,1,0.2,79.4,2,-,1.4,1.2,0.9,0.2,6.2,0.7,0.6,-,0.2,0.2,0.1,-,0.1,0.1,34.5,0.1,3.6,-
Steve Sidwell,Stoke,eng,33,M(C),178,70,5(7),447,-,-,3,-,0.7,83,0.8,-,1.2,0.6,1,-,1.3,0.3,0.1,-,0.1,0.2,0.6,-,0.8,0.3,20.6,0.1,1.3,-
Oussama Assaidi,Stoke,ma,28,AM(L),172,65,1(8),224,-,1,1,-,0.6,90.8,-,-,0.7,0.1,0.8,-,0.2,0.4,-,-,0.3,0.3,0.4,-,1.2,0.8,8.4,0.2,-,-
Jonathan Walters,Stoke,ie,32,"M(CLR),FW",183,79,28(4),2424,8,4,5,-,1.4,65.7,3.7,3,0.7,0.5,1,-,1.1,0.2,0.1,-,0.8,0.6,1,0.5,1.7,1.5,21.3,0.3,0.4,-
Peter Crouch,Stoke,eng,35,FW,201,75,17(16),1676,8,2,4,-,1.8,63.5,4.6,1,0.3,0.2,0.9,-,1,0.3,0.1,-,0.5,0.2,0.5,0.4,1.3,1.6,18.6,-,-,-
Robert Huth,Stoke,de,32,D(C),191,80,0(1),3,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Peter Odemwingie,Stoke,ng,35,"AM(LR),FW",182,75,1(6),190,-,-,-,-,0.1,78.6,0.1,-,1.3,0.6,0.1,-,-,0.4,-,-,0.9,0.9,0.3,-,0.3,0.4,12,0.3,0.4,-
Geoff Cameron,Stoke,us,31,"D(CLR),DMC",191,84,21(6),2135,-,1,4,-,0.3,75,1.6,-,2.4,2.1,0.5,0.2,3.1,1.2,0.4,-,0.4,1,0.7,-,0.9,0.8,33.6,0.4,1.6,-
Glenn Whelan,Stoke,ie,32,DMC,180,79,26(2),2265,-,-,6,-,0.5,84.6,1.5,-,1.9,1.6,1.3,-,2.9,1.4,0.7,-,0.7,0.3,0.6,-,0.8,0.5,47.6,0.3,3.2,-
Dionatan Teixeira,Stoke,br,24,Defender,193,78,0(1),4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-
Barry Bannan,Crystal Palace,sct,26,M(CLR),170,60,2(5),137,-,-,1,-,0.3,65.8,-,-,0.6,0.3,0.3,-,-,0.6,-,-,0.4,0.3,-,-,0.3,0.1,10.9,0.7,0.7,-
Dwight Gayle,Crystal Palace,eng,25,"AM(L),FW",177,73,11(14),1091,5,1,1,-,1.2,69.4,1.2,1,0.6,0.5,0.7,-,0.4,0.2,-,-,0.6,0.1,1,0.2,0.5,1.2,10.8,0.3,0.3,-
Ezekiel Fryers,Crystal Palace,eng,24,D(L),183,75,0(1),3,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-
Yaya Sanogo,Crystal Palace,fr,23,FW,191,74,3(7),317,-,-,1,-,0.9,60.7,1.2,-,0.2,0.3,1.7,-,0.4,0.7,-,-,0.5,0.2,0.4,0.3,1.1,1.9,8.9,-,0.1,-
Jason Puncheon,Crystal Palace,eng,30,M(CLR),173,70,31(6),2825,6,7,7,1,1.8,76.4,0.4,2,1.8,1.1,1.2,-,0.6,1.4,0.1,-,1.8,1.6,0.6,0.1,1.5,1.9,30.9,1.4,1.8,0.1
Damien Delaney,Crystal Palace,ie,35,D(C),191,89,28(1),2435,-,-,6,1,0.4,67.1,2.8,-,1.4,1.7,0.5,0.2,8.2,0.6,0.7,-,0.3,0.1,0.3,-,0.1,0.4,25.6,-,3.7,-
Joe Ledley,Crystal Palace,wls,29,M(CL),183,73,30(2),2575,2,-,-,-,0.4,79.4,1.4,-,2,2,0.3,-,2.1,0.6,0.4,-,0.7,0.3,0.8,0.1,0.4,0.5,31.2,0.2,0.8,-
Marouane Chamakh,Crystal Palace,ma,32,"AM(C),FW",185,70,15(3),1156,2,-,4,-,0.6,72.8,2.9,-,1.6,0.6,2.2,-,1.4,0.9,-,-,1,0.7,1.6,0.3,1.4,2.1,25.9,-,0.2,0.1
Pape Souaré,Crystal Palace,sn,26,"D(L),M(L)",178,69,7(2),606,-,-,1,-,0.3,72.9,1.3,-,1.4,1.2,0.7,0.1,1.4,0.3,0.4,-,0.7,0.3,1,-,0.2,0.6,23.8,0.9,1.4,-
Lee Chung-yong,Crystal Palace,kr,28,M(CLR),180,75,1(2),91,-,-,-,-,0.7,69.2,-,-,0.7,-,0.7,-,0.3,0.7,-,-,-,0.3,-,-,0.3,0.7,13,0.3,0.7,-
James McArthur,Crystal Palace,sct,28,M(C),168,64,29(3),2607,2,-,6,-,1,78.6,1.8,2,2.9,2.1,1.3,-,1.6,1.5,0.8,-,0.9,0.6,1,0.1,0.7,1.3,33.6,0.1,2,-
Adlène Guédioura,Crystal Palace,dz,30,M(C),183,74,0(7),122,-,-,1,-,0.7,64.9,0.7,-,0.4,0.1,0.9,-,0.9,0.1,0.1,-,0.1,0.7,0.7,-,0.1,1,10.6,-,0.3,-
Scott Dann,Crystal Palace,eng,29,D(C),188,76,34,2923,2,3,6,-,0.6,66.4,3.2,1,0.9,1.6,0.9,0.3,6.5,0.4,1,-,0.4,0.1,0.3,-,-,0.2,24.6,0.1,3.2,-
Yannick Bolasie,Crystal Palace,cd,27,"AM(LR),FW",188,84,31(3),2778,4,6,3,-,2,71.7,1.1,2,1.5,0.3,1.5,-,1,0.4,0.1,-,1.4,2.6,1.4,0.4,1.6,2.1,19.6,0.9,0.4,-
Brede Hangeland,Crystal Palace,no,35,D(C),195,85,12(2),1173,2,1,2,-,0.3,78.5,3.4,1,1.1,2.2,0.6,0.3,5.6,0.3,0.4,-,0.3,0.1,0.4,0.1,-,0.2,23.2,-,1.9,-
Mile Jedinak,Crystal Palace,au,32,DMC,189,81,24,2081,5,3,3,1,1.3,66.6,4.7,2,3.3,3.4,2,-,3.5,1.1,0.6,-,0.6,0.1,1.3,-,0.4,0.2,39.7,0.2,2.1,-
Joel Ward,Crystal Palace,eng,26,"D(LR),DMC",180,80,37,3330,1,-,4,-,0.3,69.5,2.8,-,2.6,1.6,1,0.1,4.9,0.9,0.4,-,0.6,0.4,1.4,-,0.6,0.7,31.9,0.4,1.8,-
Glenn Murray,Crystal Palace,eng,32,FW,183,80,9(8),866,7,3,3,1,2.2,57.1,2.9,2,0.5,0.2,1.7,-,1,0.3,0.1,-,0.4,0.2,1.6,0.9,0.4,1.8,10.8,0.1,0.1,-
Shola Ameobi,Crystal Palace,ng,34,FW,191,76,0(4),38,-,-,-,-,0.3,63.2,1.3,-,0.3,-,0.3,-,0.5,0.3,-,-,-,-,-,-,0.3,0.5,4.8,-,0.3,-
Stuart O'Keefe,Crystal Palace,eng,25,M(C),173,64,1(1),84,-,-,-,-,-,81.3,0.5,-,1.5,0.5,1.5,-,0.5,0.5,-,-,0.5,-,0.5,-,1,-,16,-,0.5,-
Kevin Doyle,Crystal Palace,ie,32,FW,180,79,0(3),34,-,-,-,-,-,80,1.3,-,0.3,-,0.7,-,0.3,-,-,-,-,-,0.3,-,0.7,1.3,3.3,-,-,-
Julian Speroni,Crystal Palace,ar,37,GK,186,87,36,3205,-,-,1,-,-,42.5,0.1,1,-,-,-,-,0.7,0.1,-,-,-,-,-,-,-,0.1,24.9,-,8.4,-
Jordon Mutch,Crystal Palace,eng,24,AM(CL),175,65,4(3),333,-,-,2,-,0.7,75.8,1.6,-,1.3,0.6,0.7,-,0.6,0.9,-,-,0.9,0.3,0.1,0.3,0.7,0.4,18.3,0.6,0.7,0.1
Martin Kelly,Crystal Palace,eng,26,D(LR),191,77,27(4),2499,-,1,2,-,0.3,68.1,1.5,1,3,1.5,1.2,0.1,4.4,0.7,0.4,-,0.3,0.3,0.4,-,0.4,0.6,21.7,0.3,0.9,-
Adrian Mariappa,Crystal Palace,jm,29,D(CR),180,78,8(4),840,-,-,3,-,-,69.6,1.6,-,1.5,1.2,1,-,3.2,0.5,0.3,-,0.3,0.3,0.3,0.1,0.3,0.4,20,0.3,1.3,-
Jerome Thomas,Crystal Palace,eng,33,M(L),178,79,0(1),6,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,4,-,-,-
Jonathan Williams,Crystal Palace,wls,22,AM(C),168,60,0(2),35,-,-,-,-,1,78.9,-,-,1,1,-,0.5,-,-,-,-,1,-,1,-,-,0.5,9.5,0.5,0.5,-
Wayne Hennessey,Crystal Palace,wls,29,GK,198,90,2(1),215,-,-,-,-,-,33.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.7,-,5.7,-
Wilfried Zaha,Crystal Palace,eng,23,AM(LR),180,66,23(8),1982,4,2,1,-,1.3,73.3,0.4,1,1.3,0.8,1.4,-,0.3,0.7,-,-,0.5,2.8,1.5,0.2,1.4,2,13.1,0.6,0.3,-
Fraizer Campbell,Crystal Palace,eng,29,FW,172,82,13(7),1176,4,-,5,-,1.3,70.8,1.6,-,0.5,0.3,0.9,-,0.1,0.5,0.1,-,0.4,0.8,1.2,0.5,0.7,1.6,12,0.1,0.1,-
Vincent Kompany,Manchester City,be,30,D(C),190,85,23(2),2034,-,-,7,-,0.2,87.3,1.5,-,1.4,1.8,1.4,0.6,4,0.6,0.6,-,0.2,0.5,0.3,-,0.2,0.1,49.3,-,3.1,-
Joe Hart,Manchester City,eng,29,GK,196,91,36,3240,-,-,1,-,-,47.6,0.4,-,-,-,-,-,1,-,-,-,-,-,0.1,-,-,-,22.3,-,5,-
Willy Caballero,Manchester City,ar,34,GK,186,80,2,180,-,-,-,-,-,60.6,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,16.5,-,4.5,-
Sergio Agüero,Manchester City,ar,28,"AM(CL),FW",173,70,30(3),2540,26,8,4,-,4.5,85.6,0.2,5,0.7,0.4,0.5,-,0.1,0.5,-,-,1,2.6,0.8,1,2.7,1.9,25.2,0.1,0.5,0.1
Bacary Sagna,Manchester City,fr,33,D(CR),176,72,8(1),740,-,-,1,-,0.1,82.7,4.3,1,2.2,0.7,0.6,0.1,4,0.6,0.4,-,1,0.2,0.4,-,0.7,0.7,51.3,0.3,1.8,0.1
Gaël Clichy,Manchester City,fr,31,D(L),176,65,23,2058,1,3,1,-,0.3,81.5,1,3,2.6,3.4,0.5,0.6,3.4,1,0.3,-,1.1,1,0.4,0.1,0.7,0.7,59,0.3,2.7,-
Wilfried Bony,Manchester City,ci,27,FW,182,84,2(8),297,2,1,1,-,2.3,77.8,1.6,-,0.3,0.2,0.8,-,0.4,-,0.1,-,0.7,0.9,0.1,0.1,1,0.8,14.4,-,0.2,0.1
Dedryck Boyata,Manchester City,be,25,D(C),188,84,1(1),91,-,-,1,-,-,87.2,2,-,1.5,1,1.5,0.5,5,-,0.5,-,-,0.5,1,-,-,-,23.5,-,0.5,-
Scott Sinclair,Manchester City,eng,27,AM(LR),175,64,0(2),3,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,1,-,-,-
Jesús Navas,Manchester City,es,30,M(R),170,60,23(12),2248,-,8,3,-,1.3,85.4,0.4,1,1,0.5,0.6,-,0.2,0.9,-,-,2.3,1.1,0.8,0.2,0.9,0.8,38.2,1.7,0.7,0.1
Samir Nasri,Manchester City,fr,29,M(CLR),175,75,18(6),1580,2,6,5,-,1.4,90.2,-,2,0.9,0.3,0.5,-,0.1,0.7,-,-,2.2,1.1,0.3,0.4,2.3,0.5,51.2,0.8,0.6,0.1
Frank Lampard,Manchester City,eng,38,M(C),184,89,10(22),991,6,1,1,-,1,85.1,0.2,-,0.8,0.4,0.2,-,0.2,0.4,0.1,-,0.5,0.3,0.3,-,0.5,0.4,21.8,-,0.8,0.1
Aleksandar Kolarov,Manchester City,rs,30,"D(L),M(L)",187,83,16(5),1486,2,3,4,-,1.3,80.6,1.2,2,1.9,2,1.1,-,1.5,0.7,0.2,-,1.1,0.7,0.9,0.1,0.6,0.5,38.7,1.6,2,-
David Silva,Manchester City,es,30,M(CLR),173,67,32,2661,12,7,8,-,2.1,85.7,0.5,3,1.4,0.7,1.2,-,0.3,1.7,0.1,-,2.9,1.6,1.4,0.1,2.3,1.3,67.1,0.4,1.4,0.6
Fernando,Manchester City,br,29,DMC,183,76,22(3),1881,2,2,6,-,0.4,91.1,1.6,-,1.4,1.6,1.1,0.2,1.8,1.5,0.4,-,0.5,0.3,0.4,-,0.7,0.3,47.6,0.1,2,-
Edin Dzeko,Manchester City,ba,30,FW,193,84,11(11),932,4,2,1,-,2,76.8,1.8,1,0.5,0.2,0.6,-,0.6,0.2,0.1,-,0.5,0.4,0.4,0.3,1.3,1.2,16.7,-,0.4,-
Martín Demichelis,Manchester City,ar,35,D(C),184,80,28(3),2559,1,-,6,-,0.3,87.2,2.7,-,2,2.4,1.1,0.8,5.5,1.1,0.3,1,0.2,0.1,0.3,-,0.2,0.2,44.4,-,1.6,-
Yaya Touré,Manchester City,ci,33,M(C),189,90,27(2),2357,10,1,5,-,3.1,88.9,1.3,3,1,0.5,1.1,0.1,0.8,1,0.2,-,1.1,1.8,0.6,-,1.3,0.8,83.1,0.1,3.9,0.2
Pablo Zabaleta,Manchester City,ar,31,D(R),174,74,29,2586,1,4,6,1,0.4,85.3,1.8,1,3.7,2,1,0.2,2.9,1.4,0.2,1,0.9,0.2,0.5,-,0.6,0.7,49.9,0.3,1.4,-
José Pozo,Manchester City,,20,Forward,170,65,1(2),137,-,-,-,-,1,95.2,-,-,-,-,0.7,-,-,0.7,-,-,0.7,-,0.7,1.3,1.3,1.3,7,-,-,-
Fernandinho,Manchester City,br,31,DMC,179,67,25(8),2273,3,3,7,-,0.7,88.5,1.3,1,2.8,1.8,1.8,0.1,1.4,2.1,0.2,-,0.9,1.1,0.7,-,1.2,0.4,52.5,0.1,1.5,0.2
Eliaquim Mangala,Manchester City,fr,25,D(C),187,74,24(1),2189,-,2,3,1,0.6,88.6,2.2,1,1.7,1.6,0.8,0.9,5.9,0.8,0.5,1,0.2,0.3,0.3,-,0.6,0.4,36.5,-,1.3,-
James Milner,Manchester City,eng,30,M(CLR),175,70,18(14),1744,5,7,6,-,1.2,79.5,1.2,2,1.7,0.7,0.9,-,0.4,1.2,0.1,-,1.6,0.6,0.8,0.2,1.6,0.8,31.5,0.8,1,0.1
Stevan Jovetic,Manchester City,me,26,"AM(C),FW",183,79,9(8),787,5,3,-,-,2.2,82.2,0.4,1,0.5,0.5,0.9,-,0.2,1,0.1,-,0.9,1.2,0.9,0.1,1,0.9,29.4,0.1,0.6,0.1
Steven Reid,Burnley,ie,35,D(R),180,75,1(6),110,-,-,1,-,-,76.9,0.4,-,0.7,0.3,0.3,-,1,0.1,0.4,-,-,-,0.4,-,-,-,7.4,-,1,-
Danny Ings,Burnley,eng,24,"AM(C),FW",178,73,35,3035,11,4,6,-,2.8,70.7,0.9,1,0.8,0.5,0.7,-,0.3,0.6,0.1,-,1,1.6,1.4,0.5,2.1,2.5,20.6,0.2,0.6,-
Michael Kightly,Burnley,eng,30,M(LR),173,71,10(7),951,1,2,3,-,0.8,67.7,0.4,-,1.6,0.5,1,0.1,0.5,1.4,0.1,-,0.5,0.7,0.6,0.1,0.5,1.4,16.6,0.5,0.6,-
Scott Arfield,Burnley,sct,27,AM(CLR),178,70,36(1),3204,2,1,6,-,1.2,75.7,0.7,-,1.9,1.1,1.5,-,1,2.1,0.1,-,0.8,1.3,0.5,0.1,1.3,1.5,36.8,0.1,1.3,-
Daniel Lafferty,Burnley,nir,27,D(L),180,76,0(1),16,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,2,-,-,-
Sam Vokes,Burnley,wls,26,FW,186,90,5(10),562,-,-,-,-,1.1,55,3.5,-,0.5,-,0.3,-,0.2,0.1,-,-,0.3,-,0.1,-,0.3,0.8,12,-,0.2,-
Michael Keane,Burnley,ie,23,D(CR),172,68,17(4),1595,-,1,1,-,0.5,77.7,3.7,-,1,2,0.2,0.4,8.2,0.4,0.4,-,0.2,0.1,0.2,-,-,0.3,29.7,-,2.5,-
Kieran Trippier,Burnley,eng,25,D(R),178,71,38,3416,-,4,2,-,0.3,60.7,1.9,-,1.9,2.2,0.4,0.2,4,1.2,0.3,-,1.7,0.7,1.2,0.1,0.5,0.8,44.3,2.4,5.7,-
Fredrik Ulvestad,Burnley,no,24,Midfielder,183,79,1(1),67,-,-,1,-,-,81.3,-,-,0.5,0.5,0.5,-,-,0.5,-,-,-,0.5,-,-,-,0.5,16,-,1,-
Jason Shackell,Burnley,eng,32,D(C),193,83,38,3347,-,-,3,-,0.2,77.9,4.4,3,0.6,1.3,0.6,0.8,11.5,0.2,1.4,1,0.2,0.1,1.3,-,0.1,0.2,32.7,0.1,4.6,-
Ashley Barnes,Burnley,eng,26,"AM(CL),FW",186,77,28(7),2428,5,2,4,1,1.9,63.2,4.1,1,0.7,0.5,2.1,0.1,1,0.6,0.2,-,0.9,0.2,1.7,0.3,1.1,1.7,21.4,0.1,0.5,-
Stephen Ward,Burnley,ie,31,D(L),184,72,7(2),623,-,-,3,-,0.1,68.2,1.6,-,1.9,2,0.4,-,3.2,1.2,0.6,-,0.8,0.3,0.6,-,-,0.6,24.8,0.2,2.1,-
George Boyd,Burnley,sct,30,M(LR),186,79,35,3014,5,2,7,-,1.4,74.3,1.3,2,3.3,1.4,1.1,-,1.7,1.8,0.2,-,1,0.9,1,0.4,1.1,1.3,18.5,0.5,0.6,-
Lukas Jutkiewicz,Burnley,eng,27,FW,185,78,10(15),978,-,2,1,-,1.4,58.8,2.7,-,0.2,0.2,1,-,0.5,0.4,0.1,-,0.5,0.3,0.8,0.4,1.2,0.9,11.6,-,0.1,-
Nathaniel Chalobah,Burnley,eng,21,DMC,185,75,0(4),66,-,-,1,-,0.3,87.9,-,-,-,0.5,1,-,0.3,0.3,-,-,-,-,0.3,-,0.8,0.5,14.5,-,0.5,-
Marvin Sordell,Burnley,eng,25,FW,178,80,2(12),281,-,-,2,-,0.2,61.4,0.9,-,-,0.1,0.3,-,0.2,-,0.1,-,0.1,-,0.4,0.2,0.7,0.7,5,0.1,0.1,-
Ross Wallace,Burnley,sct,31,AM(R),168,63,1(14),230,1,-,2,-,0.7,78.6,0.1,-,0.1,0.1,0.3,-,0.1,0.1,0.1,-,0.6,0.1,0.1,-,0.1,0.2,5.6,0.6,0.3,0.1
Ben Mee,Burnley,eng,26,D(CL),180,74,32(1),2888,2,1,10,-,0.6,66.6,2.6,-,1.9,2,0.9,0.1,5.6,0.9,0.9,-,0.5,0.5,0.9,-,0.5,0.6,33.6,0.2,3,-
Dean Marney,Burnley,eng,32,M(C),183,72,20,1688,-,-,6,-,0.5,83.8,0.6,-,2.6,1.8,1,-,1.2,1.1,0.4,-,0.6,0.5,0.9,0.1,0.7,0.4,44.1,0.3,3.5,-
Kevin Long,Burnley,ie,26,D(C),188,83,0(1),20,-,-,-,-,-,66.7,1,-,-,-,-,-,4,-,-,-,-,-,1,-,-,-,3,-,-,-
Matthew Taylor,Burnley,eng,34,M(CLR),178,73,7(3),570,-,1,-,-,0.9,67.8,1.1,-,0.7,0.8,0.9,0.2,1.2,0.8,-,-,0.8,0.1,0.8,0.1,0.4,1.3,17.1,0.7,0.8,-
David Jones,Burnley,eng,31,M(C),183,80,36,3210,-,-,-,-,0.6,83.6,0.7,-,1.4,2.3,0.8,-,1.5,0.6,0.3,-,0.7,0.3,0.4,-,0.7,0.6,42.3,0.4,1.9,-
Michael Duff,Burnley,nir,38,D(C),185,73,21,1809,-,-,4,1,0.1,71.2,4,-,1.1,1.6,0.9,0.4,9.5,1,1,-,0.2,0.2,0.7,-,0.1,0.1,30.4,-,4.6,-
Tom Heaton,Burnley,eng,30,GK,188,85,38,3420,-,-,1,-,-,46,0.3,4,-,-,-,-,0.7,-,-,1,0.1,0.1,0.1,-,-,-,26.3,-,9.2,-
Saido Berahino,West Bromwich Albion,eng,23,"AM(CLR),FW",178,77,32(6),2930,14,1,2,-,2.3,83.2,0.5,2,0.8,0.3,0.8,-,0.2,0.5,0.1,-,0.7,0.7,1,0.5,2.4,2.3,20.4,0.1,0.4,-
Georgios Samaras,West Bromwich Albion,gr,31,"AM(L),FW",193,82,0(5),67,-,-,-,-,0.2,83.3,0.6,-,0.2,-,0.6,-,0.2,-,-,-,-,0.4,0.4,-,0.2,0.6,8.4,0.2,0.2,0.2
Claudio Yacob,West Bromwich Albion,ar,29,DMC,181,77,16(4),1390,-,-,5,1,0.4,79.3,1.3,-,3.4,2,1.4,-,2.1,2.2,0.6,-,0.2,0.2,0.8,0.1,0.6,0.2,26.6,0.1,1.1,-
Craig Dawson,West Bromwich Albion,eng,26,D(CR),188,78,29,2591,2,-,6,-,0.6,73.4,3.8,-,1.8,1.8,0.8,0.5,6.4,0.6,1,-,0.2,0.2,0.8,-,0.2,0.3,34.8,0.2,2.7,-
Youssouf Mulumbu,West Bromwich Albion,cd,29,M(C),177,65,10(7),900,-,-,1,1,0.7,83.1,0.8,1,2.5,1.5,1.5,-,0.5,0.9,0.1,-,0.3,0.8,1.4,-,1.3,0.9,34.1,0.1,1.1,0.1
Gareth McAuley,West Bromwich Albion,nir,36,D(C),191,70,24,2072,1,-,2,1,0.3,71.4,3.2,-,1.3,1.8,0.4,0.9,6.1,0.3,0.6,-,0.1,0.2,0.8,-,0.2,0.3,25.5,-,2.8,-
Victor Anichebe,West Bromwich Albion,ng,28,FW,185,80,11(10),1035,3,1,-,-,1.2,66.1,2.3,-,0.1,-,0.9,-,0.6,-,-,-,0.9,0.3,1.3,0.3,1.9,1.4,14.8,-,-,-
Silvestre Varela,West Bromwich Albion,pt,31,M(LR),180,75,3(4),333,1,-,1,-,1.4,79.8,0.1,-,0.4,1,1,-,0.1,0.6,-,-,0.9,1.3,0.9,-,2.4,1,18.4,0.6,0.4,-
Stéphane Sessegnon,West Bromwich Albion,bj,32,M(CLR),172,72,20(8),1765,1,3,5,-,1,84.8,0.5,-,0.8,0.2,0.5,-,0.3,0.6,-,-,1.1,1.2,1.9,0.1,2.2,1.3,24.4,0.1,0.6,0.1
Joleon Lescott,West Bromwich Albion,eng,34,D(CL),190,89,34,3060,1,2,3,-,0.4,77.1,2.1,1,1.6,2.2,0.7,0.9,6,0.4,1.1,-,0.1,0.3,0.7,-,0.5,0.4,31.1,-,1.9,-
Andre Wisdom,West Bromwich Albion,eng,23,D(R),186,78,22(2),1971,-,1,1,-,0.1,78.8,0.8,-,1.1,1.3,0.5,0.4,2.8,0.4,0.3,-,0.4,0.5,0.3,0.1,0.8,0.4,37,0.4,1.5,-
Graham Dorrans,West Bromwich Albion,sct,29,M(CLR),175,65,19(2),1594,1,3,5,-,1,82.9,0.5,1,1.1,1.2,1,-,0.5,0.8,0.1,-,1.2,0.4,0.8,-,0.8,0.7,36.3,0.5,1.6,0.2
Sebastián Blanco,West Bromwich Albion,ar,28,AM(L),168,64,0(3),36,-,-,1,-,0.7,66.7,0.3,-,-,0.3,0.3,-,-,0.7,-,-,-,-,-,-,0.3,0.3,6,0.3,0.7,-
James Morrison,West Bromwich Albion,sct,30,M(CR),178,64,29(4),2559,2,1,3,-,0.9,83.4,0.7,3,2.1,1.7,0.9,-,1,1.5,0.2,-,1.1,0.9,0.8,0.1,1.5,0.8,43,0.6,2.8,0.2
Jason Davidson,West Bromwich Albion,au,25,D(L),180,72,1(1),103,-,-,-,-,-,80,-,-,1.5,1.5,0.5,-,-,1,-,-,0.5,-,1,-,1.5,0.5,20,-,1,-
Boaz Myhill,West Bromwich Albion,wls,33,GK,191,91,10(1),934,-,-,1,-,-,40.5,0.2,1,-,-,0.1,-,0.9,-,-,-,-,-,-,-,-,-,30.3,-,9.8,-
