name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB
Steven Davis,Southampton,nir,31,M(CLR),173,70,32(3),2651,-,2,3,-,0.9,85.3,0.3,-,1.9,1,0.4,-,1.5,1.1,0.1,-,1.4,0.3,0.4,0.1,1.3,0.8,48.7,0.7,3.1,0.1
Victor Wanyama,Southampton,ke,25,DMC,188,76,26(6),2362,3,1,10,-,0.9,84.1,2.2,2,2.9,1.9,2.1,0.1,1.6,1.2,0.2,-,0.5,1.2,1,-,1.1,1,47.3,-,2.1,0.1
James Ward-Prowse,Southampton,eng,21,M(CR),173,66,16(9),1478,1,6,-,1,1.2,87.3,0.4,-,0.8,0.6,0.9,-,0.5,0.8,-,-,1.4,0.2,0.4,-,1.1,0.6,27.3,1.2,1.1,-
Shane Long,Southampton,ie,29,"AM(R),FW",178,70,16(16),1542,5,5,2,-,1.2,67.3,1.5,1,0.7,0.7,0.9,-,0.5,0.4,-,-,0.7,0.3,1,0.6,0.9,1.1,13.8,0.5,0.2,-
Dusan Tadic,Southampton,rs,27,AM(CLR),181,76,24(7),2064,4,7,2,-,1.7,78.2,0.3,3,1.3,0.6,1,-,0.2,0.8,0.1,-,2.2,0.7,0.8,0.4,1.4,1.1,27.5,1.7,0.4,0.1
Nathaniel Clyne,Southampton,eng,25,"D(R),M(R)",175,67,35,3147,2,-,4,-,0.5,78.5,0.4,2,3.3,1.8,0.6,0.1,2.2,0.9,0.2,-,0.6,0.8,0.7,-,0.5,0.6,42.9,0.5,2.1,-
Graziano Pellè,Southampton,it,31,FW,193,89,37(1),3284,12,2,6,-,3.2,65.3,4.7,2,0.3,0.2,1.8,-,1.1,0.3,0.2,-,1.1,0.2,1,0.7,1.8,2,32.1,0.1,0.8,-
Jason McCarthy,Southampton,eng,20,Defender,186,80,0(1),3,-,-,-,-,-,62.5,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,8,-,-,-
Ryan Bertrand,Southampton,eng,27,"D(CL),M(L)",179,85,34,3055,2,2,3,1,0.4,79.4,1.6,-,1.3,2,0.9,0.2,1.4,0.4,0.2,-,0.8,0.6,1.2,0.1,0.7,1,41.1,0.9,2.3,-
Morgan Schneiderlin,Southampton,fr,26,DMC,181,75,24(2),2188,4,1,5,1,1.2,89.3,1.8,3,3.7,2.6,1.8,-,1.7,1.3,0.2,-,0.8,0.6,0.7,-,0.8,0.6,61.2,0.3,5.1,-
Emmanuel Mayuka,Southampton,zm,25,FW,178,75,0(5),49,-,-,-,-,-,64.3,-,-,0.2,0.4,0.4,-,0.2,-,-,-,0.2,-,-,0.2,0.4,0.2,2.8,-,-,-
Sadio Mané,Southampton,sn,24,AM(CLR),175,69,24(6),2135,10,3,5,-,2,79.7,0.5,4,1.3,0.5,1.1,-,0.2,0.6,-,-,1.3,2,2.5,0.8,1.7,2.1,27.5,0.4,0.6,0.1
Gastón Ramírez,Southampton,uy,25,AM(CLR),183,77,0(1),24,-,-,-,-,1,79.2,-,-,2,-,1,-,-,-,-,-,-,-,1,-,-,-,24,-,-,-
Maya Yoshida,Southampton,jp,28,D(CR),189,78,18(4),1691,1,1,3,-,0.5,81.1,2.2,1,1.6,2,0.7,0.5,4.1,0.6,0.4,-,0.2,0.2,0.6,-,0.4,0.4,45.7,0.1,3.9,-
Florin Gardos,Southampton,ro,27,D(C),193,84,5(6),574,-,-,1,-,0.1,81.8,1.9,-,1.8,1.2,0.6,0.1,3.3,0.5,0.4,-,0.1,-,0.1,-,0.2,0.3,26.5,-,1.5,-
Massadio Haidara,Newcastle United,sn,23,D(L),181,76,12(3),1099,-,1,-,-,0.5,78,1.2,-,1.9,2.3,0.8,0.2,3.2,0.3,0.2,-,0.5,1.1,1.5,0.1,1,1.3,30.6,0.4,0.7,-
Tim Krul,Newcastle United,nl,28,GK,188,74,30,2700,-,1,1,-,-,47.8,0.2,-,-,-,-,-,0.7,0.1,-,-,-,-,0.2,-,-,-,31.2,-,9.1,-
Ryan Taylor,Newcastle United,eng,32,DMC,173,75,11(3),907,-,1,3,-,1.1,72,1,-,1.8,1.6,0.6,0.1,3.2,1.3,0.4,-,1,0.3,1.1,-,0.3,0.7,32.4,1.8,2.4,-
Robert Elliot,Newcastle United,ie,30,GK,190,98,3,226,-,-,-,-,-,39.8,0.3,-,-,-,-,-,0.3,-,-,-,0.3,-,0.3,-,-,-,27.7,-,8,-
Rolando Aarons,Newcastle United,jm,20,Midfielder,175,67,0(4),128,1,-,1,-,1.8,81.1,0.5,1,0.8,0.3,0.3,-,0.3,-,-,-,0.5,1.3,0.8,-,2,1.3,9.3,-,-,-
Cheick Tioté,Newcastle United,ci,30,M(C),175,76,10(1),898,-,2,5,-,0.9,81.7,2.3,-,3.1,2.1,2.2,0.1,1.6,1.5,0.3,-,0.7,0.7,0.9,-,1,0.5,62.5,0.1,4.4,-
Jak Alnwick,Newcastle United,eng,23,GK,188,82,5(1),495,-,-,-,-,-,36.1,0.3,-,-,-,-,-,2,0.2,-,-,-,-,0.2,-,-,-,28.2,-,6.3,-
Rémy Cabella,Newcastle United,fr,26,M(CLR),171,68,21(10),1947,1,2,2,-,1.4,82.6,0.3,3,2.4,1.1,1,-,0.1,1.1,-,-,1.2,2.4,1.9,-,1.7,1.1,29,0.5,0.6,0.1
Jack Colback,Newcastle United,eng,26,"D(L),M(C)",176,70,35,3129,4,6,12,-,0.8,87.5,0.5,3,2.9,1.9,1.6,-,1.2,1.1,0.2,-,1.3,0.3,1.6,-,1,0.7,41.3,0.7,2.4,-
Papiss Demba Cissé,Newcastle United,sn,31,"AM(R),FW",183,73,11(11),1154,11,1,1,-,2,77.5,0.9,1,0.4,0.1,0.7,-,0.2,0.5,-,-,0.3,0.4,0.6,0.4,0.8,1.9,15.5,0.1,0.6,-
Adam Armstrong,Newcastle United,eng,19,Forward,172,69,1(10),204,-,1,1,-,0.6,70.6,0.2,-,0.5,-,0.6,-,0.1,0.3,-,-,0.5,0.1,0.2,0.1,0.4,0.3,4.6,0.3,0.1,-
Jonás Gutiérrez,Newcastle United,ar,33,M(CLR),183,73,6(4),634,1,1,4,-,1,76.7,0.5,1,3.5,1.7,0.9,-,1.3,1,0.3,-,0.5,3,1.8,-,1,0.6,25.3,0.1,0.3,-
Daryl Janmaat,Newcastle United,nl,27,D(R),185,80,37,3255,1,6,6,1,0.9,74.4,0.9,3,2.8,2.1,0.8,0.4,2.6,0.8,0.2,-,0.8,0.8,0.5,0.1,0.6,0.5,38.1,0.6,2.1,-
Gabriel Obertan,Newcastle United,fr,27,M(LR),186,79,8(5),653,1,1,-,-,0.5,72.1,1.8,1,0.8,0.9,0.2,-,0.2,0.5,0.1,-,1.1,1,1,0.1,0.8,1.5,15.2,0.5,0.2,-
Steven Taylor,Newcastle United,eng,30,D(C),188,81,7(3),653,1,-,2,1,0.5,87.9,1.8,-,0.6,0.8,0.6,0.8,5.3,0.2,1.1,-,-,0.2,0.5,0.1,-,0.1,23.1,-,1.4,-
Mike Williamson,Newcastle United,eng,32,D(C),191,84,27(4),2418,1,1,5,2,0.3,79.5,3.2,-,1.1,1.4,0.5,1.2,5.8,0.5,0.6,-,0.2,0.2,0.5,-,0.1,0.2,31,-,1.3,-
Ayoze Pérez,Newcastle United,es,23,"AM(CLR),FW",179,66,25(11),2372,7,-,-,-,1.7,79.9,0.6,2,1.1,0.8,0.9,-,0.6,0.8,-,-,0.8,1.7,1.1,0.3,2.3,2.5,15.8,0.2,0.2,0.1
Sammy Ameobi,Newcastle United,eng,24,AM(LR),190,66,15(10),1423,2,2,2,-,1,66.3,2.3,1,2,1.4,1.4,-,1.1,0.6,0.1,-,0.8,2,0.8,-,1.4,1.5,20.6,0.7,0.7,-
Haris Vuckic,Newcastle United,si,24,Midfielder,189,78,0(1),8,-,-,-,-,-,100,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,7,-,-,-
Fabricio Coloccini,Newcastle United,ar,34,D(C),183,63,32,2837,1,-,3,1,0.3,85,1.8,-,1.9,2.2,0.4,1,5.3,0.5,0.6,-,0.1,0.1,0.3,-,0.3,0.2,32.8,-,2.6,-
Siem de Jong,Newcastle United,nl,27,"AM(C),FW",185,76,1(3),147,1,-,-,-,1.3,76.2,1.3,-,1.3,-,0.3,-,0.5,0.5,-,-,0.8,-,-,-,0.3,0.3,10.5,-,0.3,-
Yoan Gouffran,Newcastle United,fr,30,"M(CLR),FW",176,76,24(7),1973,2,1,3,-,0.8,81.8,1.7,-,1.6,1.3,0.7,-,1,0.5,-,-,0.6,0.4,0.5,0.1,0.8,0.8,25.3,0.2,0.6,-
Mehdi Abeid,Newcastle United,dz,24,DMC,178,77,7(6),663,-,-,-,-,0.9,82.3,0.8,-,1.7,1.7,0.9,-,0.8,0.7,0.1,-,0.1,0.4,0.4,-,0.6,0.5,23.9,0.2,1.2,-
Paul Dummett,Newcastle United,wls,24,D(CL),183,77,24(1),2109,-,-,4,-,0.7,74.4,3.6,-,1.5,1.3,0.5,0.6,6.6,0.4,0.4,1,0.6,0.1,0.7,-,-,0.3,33.8,0.1,2,-
Vurnon Anita,Newcastle United,nl,27,"D(LR),DMC,M(R)",168,63,17(2),1276,-,-,3,-,0.4,81.1,0.3,-,2.3,2.2,0.9,0.1,1.4,0.5,0.1,-,0.3,0.5,0.6,-,0.6,0.4,30.8,0.2,1.9,-
Emmanuel Rivière,Newcastle United,fr,26,FW,182,80,15(8),1215,1,1,-,-,1.4,78.2,1.3,-,0.4,0.2,0.7,-,0.2,0.2,-,-,0.7,0.3,0.7,0.1,1.7,1.6,16.4,0.1,-,-
Moussa Sissoko,Newcastle United,fr,27,M(CR),187,83,34,3032,4,2,7,2,1.3,79.1,1.4,-,1.1,0.9,1.6,-,0.8,0.6,0.1,-,1.3,2.5,1.3,0.1,1.9,1.5,38.9,0.4,1,0.2
Darren Bent,Aston Villa,eng,32,FW,180,73,0(7),78,-,-,-,-,0.1,77.8,0.4,-,-,-,-,0.1,0.1,0.1,-,-,0.1,-,0.1,0.3,-,-,2.6,-,-,-
Andreas Weimann,Aston Villa,at,25,"AM(CLR),FW",188,76,20(11),1780,3,2,5,-,1.1,81.5,0.5,1,0.8,0.4,0.5,-,0.3,0.4,0.1,-,0.6,0.3,0.5,0.2,0.5,1,18.7,0.2,0.7,-
Joe Cole,Aston Villa,eng,34,M(LR),175,63,3(9),279,1,1,-,-,0.3,84.6,0.1,-,0.6,0.3,0.3,-,0.2,0.2,-,-,0.6,0.3,0.5,0.2,0.8,0.7,14.6,0.4,0.8,0.1
Leandro Bacuna,Aston Villa,nl,25,"D(LR),M(CR)",187,77,10(9),981,-,5,1,-,0.9,78.6,0.3,1,1.3,0.7,0.8,0.2,0.9,0.8,-,-,0.9,0.4,0.3,0.1,0.6,0.6,30.3,0.9,1.8,-
Kieran Richardson,Aston Villa,eng,31,"D(L),M(CL)",173,71,16(6),1345,-,1,2,1,0.4,75.6,0.8,-,1.1,0.7,0.6,0.1,1.1,0.8,0.3,-,0.4,0.2,0.3,0.1,0.6,0.5,22.7,0.2,1.3,-
Alan Hutton,Aston Villa,sct,31,D(R),185,72,27(3),2418,1,-,8,-,0.4,76.4,1.7,1,1.6,1.2,0.6,0.3,3.4,0.5,0.5,-,0.8,0.6,1.7,0.1,0.6,0.7,37.2,1,1.9,-
Tom Cleverley,Aston Villa,eng,27,M(CLR),175,67,31,2520,3,-,6,-,0.7,86.3,0.4,1,2.3,0.9,1,-,0.7,1.1,0.1,-,0.8,0.3,1,-,0.9,0.7,45.6,0.5,2.3,-
Scott Sinclair,Aston Villa,eng,27,AM(LR),175,64,5(4),461,1,-,-,-,0.8,77.6,0.2,-,0.3,0.3,0.2,-,0.3,0.7,0.1,-,0.2,0.4,0.7,-,0.8,1.3,16.3,-,0.2,-
Fabian Delph,Aston Villa,eng,26,M(CL),174,60,27(1),2434,-,3,1,1,1.5,85.2,0.7,1,2.1,1.4,0.5,-,1,1.1,0.3,-,1.3,2.2,1.6,-,1.6,1.1,59.8,0.6,5.2,0.1
Carles Gil,Aston Villa,es,23,AM(CR),170,63,4(1),359,-,1,1,-,0.6,88.5,-,-,0.8,0.6,0.6,0.2,-,1.8,-,-,1.2,3.6,1.6,-,2,1,43.4,1,1.6,-
Ashley Westwood,Aston Villa,eng,26,DMC,175,67,25(2),2152,-,1,4,-,0.7,83.7,0.5,-,1.2,1.4,0.9,-,1.8,0.6,0.5,-,1.3,-,0.4,-,0.5,0.6,49.1,0.9,4.1,0.1
Rushian Hepburn-Murphy,Aston Villa,eng,18,Forward,178,0,0(1),7,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,3,-,-,-,-
Gabriel Agbonlahor,Aston Villa,eng,29,"AM(LR),FW",178,76,30(4),2695,6,1,7,1,1.6,74.8,1.4,1,0.5,0.2,1.2,-,0.5,0.3,-,-,0.5,0.7,1.7,0.4,1.3,1.1,17.6,0.2,0.5,-
Philippe Senderos,Aston Villa,ch,31,D(C),190,86,7(1),632,-,-,2,-,0.6,81.6,0.8,-,0.9,1.1,1.3,0.8,6,0.6,1.1,-,0.1,0.1,0.5,-,0.1,0.1,29.3,-,2.4,-
Shay Given,Aston Villa,ie,40,GK,183,84,3,270,-,-,1,-,-,52,-,-,-,0.3,-,-,1,-,-,-,-,-,0.7,-,-,0.3,25,-,7.3,-
Aly Cissokho,Aston Villa,fr,28,D(L),181,75,24(1),2133,-,-,1,-,0.4,74.7,1.6,-,1.9,1.2,0.9,0.2,4,0.6,0.3,1,0.3,0.7,0.5,-,0.4,0.5,32.7,0.4,1.5,-
Brad Guzan,Aston Villa,us,32,GK,193,94,34,3060,-,-,2,-,-,54.7,0.3,2,-,0.1,-,-,0.7,-,-,-,-,-,0.2,-,-,-,28.1,-,9.5,-
Jack Grealish,Aston Villa,ie,21,AM(CL),178,68,7(10),817,-,1,-,-,0.8,92.7,0.2,-,0.6,0.4,0.3,-,0.4,0.2,0.1,-,1.1,1.4,2.3,0.1,1.8,1.4,20.2,0.9,0.5,-
Charles N'Zogbia,Aston Villa,fr,30,M(CR),170,70,19(8),1432,-,2,3,-,1,80.8,0.4,-,0.5,0.2,1.1,-,0.2,0.3,-,-,0.6,0.9,0.6,0.1,2,1.5,19.7,0.3,0.3,-
Jores Okore,Aston Villa,dk,24,D(C),183,80,22(1),2009,1,-,6,-,0.3,86.2,2.1,1,2.2,2.9,0.9,0.7,6.5,0.7,0.7,-,0.3,0.4,1.5,-,0.4,0.3,38.8,-,3,-
Christian Benteke,Aston Villa,be,25,FW,190,83,26(3),2380,13,2,1,1,2.8,66.7,6.5,3,0.4,0.1,1.5,-,0.7,0.2,0.1,-,1.1,0.6,0.8,1.2,1.9,2.3,33.3,-,1,0.1
Nathan Baker,Aston Villa,eng,25,D(CL),188,75,8(3),763,-,-,-,-,0.5,77.1,3.3,1,1.3,1.6,0.6,0.5,9.2,1,0.7,-,0.4,-,0.1,-,0.1,0.1,17.5,-,1,-
Carlos Sánchez,Aston Villa,co,30,M(C),182,80,20(8),1987,1,-,6,1,0.6,83.1,2.2,-,2.8,1.4,1.6,-,1.6,1.1,0.2,-,0.3,0.5,0.4,-,0.9,0.8,45.8,0.1,3.6,-
Ron Vlaar,Aston Villa,nl,31,D(C),189,80,19(1),1647,-,1,3,1,0.7,81.6,1.2,-,0.9,2,0.5,1,5.8,0.2,0.5,-,0.1,0.2,0.2,-,0.2,0.1,31.5,-,3.8,-
Jed Steer,Aston Villa,eng,23,GK,188,89,1,90,-,-,-,-,-,56.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,6,-
Matthew Lowton,Aston Villa,eng,27,"D(LR),M(R)",180,78,8(4),755,-,-,2,-,0.3,72.5,1,-,1.5,1.3,0.7,0.3,3,1.1,0.3,-,0.4,0.5,0.5,-,0.5,0.4,27,0.3,2.7,-
Ciaran Clark,Aston Villa,ie,26,D(CL),188,76,22(3),1994,1,2,8,1,0.6,79,3,2,1.6,1.9,0.8,0.8,8,0.2,0.9,-,0.2,0.4,0.7,-,-,0.4,36.2,-,3,-
Raheem Sterling,Liverpool,eng,21,"AM(CLR),FW",170,69,34(1),3053,7,7,5,-,2.4,81,0.1,3,1.1,0.5,1.3,-,0.4,0.4,0.1,-,2.1,2.9,2.7,0.5,2.1,2.3,32.4,0.5,0.7,-
Mamadou Sakho,Liverpool,fr,26,D(C),187,83,15(1),1418,-,-,1,-,0.1,89.4,2.8,1,1.9,1.6,0.5,0.5,5.9,0.4,0.3,-,0.3,0.8,0.3,-,0.5,0.6,57,-,2.4,-
Lucas Leiva,Liverpool,br,29,"D(C),M(C)",179,74,16(4),1315,-,-,4,-,0.6,87.2,1.6,1,3.9,1.6,1.4,-,2.3,1.5,0.3,-,0.4,0.1,0.5,0.1,0.5,0.7,52.5,-,2.1,-
Emre Can,Liverpool,de,22,"D(CLR),DMC",184,82,23(4),2067,1,-,2,1,0.6,83.2,1.6,2,2.9,1.4,1.1,0.3,2.9,0.9,0.2,-,0.4,1.3,0.7,-,0.7,0.6,47.5,0.1,2.7,-
Adam Lallana,Liverpool,eng,28,AM(CLR),172,73,23(4),1792,5,3,4,-,1.4,82.5,0.7,1,1.7,0.4,0.9,-,0.6,1,0.1,-,1.2,1.1,1.5,0.1,1.7,1.5,27.6,0.4,0.6,0.1
Lazar Markovic,Liverpool,rs,22,AM(LR),175,65,11(8),935,2,1,-,-,0.8,81.2,0.1,1,1.3,0.8,0.5,0.1,0.5,0.7,0.1,-,1.1,1.1,0.6,-,1,1.3,23,0.2,0.6,0.1
Jordon Ibe,Liverpool,eng,20,AM(LR),176,81,7(5),618,-,-,-,-,0.8,87.4,0.3,-,0.3,0.3,0.3,-,0.1,-,-,-,0.5,2,1.2,-,1.4,1.1,20.6,0.3,0.3,-
Dejan Lovren,Liverpool,hr,27,D(C),188,84,22(4),2036,-,-,4,-,0.7,85.2,3.7,1,2,1.8,0.7,0.5,7.8,0.7,0.2,-,0.1,-,0.6,-,0.2,0.1,53.4,-,2.8,-
Kolo Touré,Liverpool,ci,35,D(C),183,74,7(5),711,-,-,-,-,0.1,87.6,1.5,-,1.5,0.7,0.3,0.3,4.5,0.3,0.6,-,0.1,-,0.1,-,0.4,0.3,28.3,-,1.1,-
Martin Skrtel,Liverpool,sk,31,D(C),193,81,33,2970,1,-,8,-,0.6,90.1,3.4,4,1.2,1.7,0.7,0.7,9.5,0.3,1.2,-,0.2,0.1,0.5,0.1,0.2,0.2,52.3,-,2,-
Joe Allen,Liverpool,wls,26,M(C),168,62,16(5),1471,1,-,3,-,0.6,87.9,0.3,-,2.6,1.5,1,-,0.8,1,0.1,-,0.7,0.7,1.1,-,1.3,1.1,40.8,0.2,1.1,-
Glen Johnson,Liverpool,eng,32,D(LR),178,70,15(4),1331,1,-,2,-,0.4,83,1.6,1,1.6,0.9,0.4,0.1,2.3,0.6,0.2,-,0.3,1.2,0.7,0.1,0.8,1.2,35.7,0.2,1.5,-
Jordan Henderson,Liverpool,eng,26,M(CLR),182,67,36(1),3256,6,9,6,-,1.4,82.4,1.1,2,2.3,0.8,0.9,-,1.7,0.8,0.2,-,1.8,0.3,0.6,0.1,0.9,0.8,59,0.8,3.1,0.2
Simon Mignolet,Liverpool,be,28,GK,193,87,35(1),3224,-,-,-,-,-,61.9,0.2,-,-,-,-,-,1.5,-,-,1,-,0.1,0.1,-,-,-,24.9,-,5.6,-
Mario Balotelli,Liverpool,it,26,FW,189,88,10(6),940,1,-,5,-,3.5,69.7,0.6,-,0.8,0.2,1.8,-,0.8,0.1,0.1,-,0.6,0.7,1.6,0.8,1.5,1.3,15.1,0.1,0.6,0.1
José Enrique,Liverpool,es,30,"D(L),M(L)",184,76,2(2),203,-,-,-,-,0.3,65.7,1.3,-,0.8,0.5,0.8,-,2.8,0.5,-,-,0.5,0.5,0.8,-,1.8,0.3,27,0.3,2.3,-
Rickie Lambert,Liverpool,eng,34,FW,188,77,7(18),825,2,2,2,-,0.8,68.1,1.5,-,0.2,-,0.5,-,0.3,0.2,-,-,0.4,-,0.3,0.5,0.4,1,10.3,-,0.1,-
Fabio Borini,Liverpool,it,25,"AM(LR),FW",178,73,3(9),394,1,1,1,1,1.2,76.1,0.3,-,0.2,0.4,0.8,-,-,0.2,-,-,0.7,0.3,0.7,0.3,0.9,0.9,9.4,-,0.3,-
Javier Manquillo,Liverpool,es,22,D(LR),180,75,10,762,-,-,3,-,0.2,82.8,1.2,-,3.2,2.2,0.2,0.5,2.4,0.6,0.3,-,0.1,0.2,1,0.2,0.8,1,37.7,0.2,1.2,-
Alberto Moreno,Liverpool,es,24,"D(L),M(L)",170,65,26(2),2263,2,-,6,-,0.6,82.8,0.5,-,1.9,1.2,1.3,-,1.6,0.4,0.1,-,1.2,0.5,1.3,0.1,0.4,0.8,34.9,0.4,1.8,-
Daniel Sturridge,Liverpool,eng,27,"M(R),FW",188,76,7(5),750,4,1,-,-,3.3,79.2,0.4,-,0.1,-,0.4,-,0.8,0.2,-,-,0.9,1.3,1.3,0.5,2.3,1.3,20.8,0.2,0.7,0.2
Philippe Coutinho,Liverpool,br,24,M(CLR),171,71,32(3),2801,5,5,3,-,2.9,80.3,0.2,5,1.7,0.5,0.7,-,0.4,1.7,0.1,-,1.7,3.1,1.4,0.2,1.8,2,45.7,0.6,1.8,0.4
Brad Jones,Liverpool,au,34,GK,191,76,3,196,-,-,-,-,-,58.5,0.3,-,-,-,-,-,0.3,-,-,-,-,-,0.3,-,-,-,13.7,-,4,-
Steven Gerrard,Liverpool,eng,36,M(C),185,82,25(4),2238,9,1,7,1,1.9,85,0.7,-,1.7,0.8,0.4,-,1.8,1,0.3,1,1.8,0.2,0.8,-,0.6,0.6,52.8,1,5.3,0.1
Jerome Sinclair,Liverpool,eng,19,Forward,173,79,0(2),25,-,-,-,-,-,83.3,-,-,-,-,-,-,-,0.5,-,-,0.5,-,0.5,-,-,0.5,3,-,-,-
Cole Kpekawa,Queens Park Rangers,eng,20,Defender,0,0,0(1),5,-,-,-,-,-,33.3,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,3,-,-,-
Bobby Zamora,Queens Park Rangers,eng,35,FW,185,75,19(12),1783,3,4,4,-,0.9,64.9,1.9,-,0.3,0.2,1.5,-,0.4,0.4,0.1,-,1.6,0.2,0.6,0.8,1,1.5,20.4,0.2,0.6,-
Jordon Mutch,Queens Park Rangers,eng,24,AM(CL),175,65,6(3),519,-,1,3,-,1,81.2,0.8,-,1.7,0.8,1.2,-,0.4,0.9,0.1,-,0.4,0.6,0.3,0.4,0.7,1.3,25.4,0.3,1.1,-
Rio Ferdinand,Queens Park Rangers,eng,37,D(C),189,82,11,990,-,-,2,-,-,83.3,1.7,-,2.2,1.5,0.2,0.7,7.5,0.2,0.8,-,-,-,0.4,-,0.2,0.2,33.8,-,4.6,-
Steven Caulker,Queens Park Rangers,eng,24,D(C),191,76,34(1),3017,1,-,1,-,0.8,69.2,4.2,-,1.1,2,0.4,0.9,9.9,0.7,1,1,0.5,0.2,0.3,-,0.2,0.3,25.1,-,2.2,-
Mauricio Isla,Queens Park Rangers,cl,28,"D(R),M(CR)",176,75,24(2),2132,-,2,4,-,0.3,74.9,1.3,1,3.1,2.2,0.6,0.3,3,1.1,0.2,-,1.2,0.6,0.8,0.1,0.7,0.5,33.7,0.8,2,-
Yun Suk-Young,Queens Park Rangers,kr,26,"D(L),M(L)",182,74,19(4),1726,-,-,4,-,0.3,71.2,0.7,-,2,1.8,0.7,0.6,4.2,1.2,0.3,-,0.4,0.7,1,-,0.7,0.9,25.3,0.3,2.5,-
Mauro Zárate,Queens Park Rangers,ar,29,"M(CL),FW",176,76,0(4),73,-,-,1,-,1,88.2,-,-,0.3,-,0.3,-,-,-,-,-,-,1.3,0.5,-,0.5,0.8,8.5,0.8,0.3,-
Armand Traore,Queens Park Rangers,sn,26,"D(L),M(L)",185,81,7(9),782,-,-,2,-,0.4,75,2,-,1.4,1.7,0.7,0.1,4.3,0.8,0.3,-,0.4,0.4,0.3,-,0.8,1.1,17.8,0.2,0.7,-
Leroy Fer,Queens Park Rangers,nl,26,M(CL),188,79,27(2),2368,6,2,4,-,1.9,79.9,2.6,5,2.1,1,1.1,-,0.9,0.9,0.1,-,1.7,2,1.8,-,1.8,1.4,34.9,0.2,2.3,0.1
Joey Barton,Queens Park Rangers,eng,34,M(C),172,70,27(1),2351,1,3,11,1,1.3,73.2,1.9,-,3,1.6,1.7,-,2.4,2.1,0.8,-,2.1,0.6,1.4,-,1,0.7,48.8,1.4,5.2,0.1
Michael Doughty,Queens Park Rangers,eng,23,Midfielder,185,80,0(3),51,-,-,-,-,-,73.3,1.3,-,1.3,-,0.3,-,1,0.7,-,-,0.3,0.7,1,-,0.7,-,10,-,0.7,-
Eduardo Vargas,Queens Park Rangers,cl,26,"AM(CLR),FW",176,76,16(5),1386,3,2,1,-,2,76.1,0.9,-,0.9,0.7,0.6,-,0.4,0.8,-,-,0.7,1,1,0.1,1.9,1.1,24.3,0.4,0.8,-
Junior Hoilett,Queens Park Rangers,ca,26,M(CLR),173,70,9(13),880,-,-,2,-,1.1,79.4,0.3,-,0.8,0.4,0.6,-,0.3,0.5,-,-,0.5,0.8,0.6,-,1.3,1,11.9,0.1,0.3,0.1
Sandro,Queens Park Rangers,br,27,M(C),187,75,17,1221,1,-,6,-,1,73.1,1.6,-,2.9,2,1.6,-,2,0.9,0.4,-,0.2,0.5,0.6,-,0.8,0.5,27.9,0.1,1.2,-
Danny Simpson,Queens Park Rangers,ie,29,D(R),178,74,1,68,-,-,-,-,-,64.3,-,-,-,2,-,-,-,-,-,-,1,-,-,-,1,-,28,-,1,-
Alejandro Faurlin,Queens Park Rangers,ar,30,M(C),185,79,1(1),91,-,-,-,-,1.5,77.8,-,-,3,0.5,0.5,-,-,1,-,-,0.5,-,1,-,-,0.5,27,0.5,3.5,-
Reece Grego-Cox,Queens Park Rangers,eng,19,Midfielder,0,0,1(3),142,-,-,-,-,0.3,63.3,0.5,-,-,-,0.5,-,-,0.3,-,-,-,0.5,0.3,0.3,0.8,0.8,7.5,0.3,-,-
Alex McCarthy,Queens Park Rangers,eng,26,GK,193,79,2(1),236,-,-,-,-,-,44.9,-,-,-,-,-,-,1,-,-,-,-,-,0.3,-,-,-,29.7,-,12.3,-
Shaun Wright-Phillips,Queens Park Rangers,eng,34,M(LR),168,64,1(3),128,-,-,-,-,0.3,85.3,-,-,0.8,0.8,0.5,-,1.3,0.8,0.3,-,0.3,0.8,-,-,1,0.5,8.5,0.3,0.3,-
Darnell Furlong,Queens Park Rangers,eng,20,Defender,0,0,3,226,-,-,1,-,0.3,68,1.7,-,1,2.7,1,0.7,3,2,0.3,-,-,1,1.3,-,0.3,0.7,25,0.3,2,-
Adel Taarabt,Queens Park Rangers,ma,27,"AM(CL),FW",180,69,3(4),295,-,-,-,-,1.6,85.3,-,-,0.3,0.3,0.3,-,-,-,-,-,1.9,1.6,1.6,-,2.1,1.3,27.3,0.4,0.9,-
Charlie Austin,Queens Park Rangers,eng,27,FW,188,84,35,3069,18,5,4,1,3.7,65.9,2.6,3,0.7,0.3,1,-,1.2,0.7,0.1,-,0.7,0.4,1.3,1,1.8,2.1,21.5,0.3,0.6,-
Karl Henry,Queens Park Rangers,eng,33,M(C),183,76,27(6),2506,-,-,8,-,0.3,80.6,0.8,-,1.8,1.1,1.2,-,0.7,0.5,0.2,-,0.3,0.2,0.8,-,0.5,0.5,31,0.1,2.5,-
