name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB
Adrián López,Wigan,es,29,D(C),183,88,3(2),356,-,-,1,-,-,83.1,1.4,-,3.8,4,1,0.8,5.8,0.2,-,-,0.2,-,0.4,-,-,-,29.6,-,2.6,-
James McArthur,Wigan,sct,28,M(C),168,64,24(10),2407,3,2,7,-,0.8,85.1,0.7,1,2.6,1.6,1,-,1.1,1,0.7,-,0.8,0.4,0.8,-,1.1,0.9,48.6,-,4,-
Maynor Figueroa,Wigan,hn,33,"D(CL),M(L)",182,85,33,2815,1,1,6,1,1.2,77.7,1.2,1,2.1,2.2,1.3,0.4,3.6,0.9,0.7,-,0.5,0.6,0.8,-,0.2,0.6,52.1,0.3,4.7,-
Antolin Alcaraz,Wigan,py,34,D(C),184,80,8(2),691,-,-,2,-,0.3,83.7,1.5,1,2.4,2.8,1,0.7,4.3,1.1,0.3,-,0.3,0.4,0.3,0.1,0.5,0.5,34.9,0.1,4.7,-
Ángelo Henríquez,Wigan,cl,22,Forward,177,73,0(4),45,1,-,1,-,0.8,66.7,-,-,-,-,0.3,-,-,-,-,-,-,-,0.3,0.3,0.3,0.5,3,-,-,-
Arouna Koné,Wigan,ci,32,"AM(LR),FW",182,78,32(2),2931,11,5,-,-,2.7,84.1,0.6,1,0.7,0.4,1.1,-,0.2,0.3,0.1,-,1.2,1.3,0.9,0.8,2.5,2.2,26.4,0.1,0.8,0.1
Ryo Miyaichi,Wigan,jp,23,M(L),183,71,0(4),48,-,-,-,-,-,78.1,-,-,-,0.3,0.3,-,-,-,-,-,-,0.5,-,0.3,0.5,0.5,8,1,-,-
Iván Ramis,Wigan,es,31,D(C),188,82,16,1399,2,-,1,-,0.4,86.1,1.4,-,2.1,1.4,1.2,0.6,5,1,0.3,-,0.1,0.4,0.5,0.1,0.5,0.1,46.8,-,4.8,-
Eduard Campabadal,Wigan,es,23,D(R),178,72,0(1),2,-,-,-,-,-,66.7,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,3,-,-,-
Jordi Gómez,Wigan,es,31,M(CLR),178,74,17(15),1515,3,1,4,1,1.8,85.4,0.3,1,0.8,0.9,0.5,-,0.4,0.4,-,-,1.2,0.2,1,0.3,0.9,0.9,27.5,0.3,1.3,0.3
Gary Caldwell,Wigan,sct,34,D(C),180,74,25,2089,1,1,8,-,0.3,82.3,1,-,1,2,1.2,0.8,4.5,0.4,0.9,1,0.4,0.1,0.4,-,0.1,0.2,43,-,4.8,-
Callum McManaman,Wigan,eng,25,"AM(LR),FW",174,74,8(12),639,2,-,-,-,0.7,83.6,0.1,-,1.1,0.4,0.5,-,0.5,0.3,0.1,-,0.3,0.9,0.4,0.1,0.4,0.7,9.5,0.1,0.3,0.1
Joel Robles,Wigan,es,26,GK,195,90,9,810,-,-,-,-,-,55.8,0.3,-,-,-,0.1,-,1.3,-,-,-,-,-,-,-,-,-,25.7,0.1,7.4,-
Fraser Fyvie,Wigan,sct,23,Midfielder,172,60,0(1),21,-,-,-,-,-,90,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,20,-,1,-
David Jones,Wigan,eng,31,M(C),183,80,8(5),809,-,-,1,-,0.8,91.1,0.5,-,1.5,2.1,0.8,0.1,1.1,0.6,-,-,0.4,0.3,0.3,-,0.7,0.4,45.9,0.1,2.5,-
Shaun Maloney,Wigan,sct,33,AM(CLR),173,69,34(2),2946,6,8,6,-,1.6,89.9,0.2,2,1.2,1.1,0.9,0.1,0.5,0.6,0.1,-,1.8,0.6,2.5,0.3,1.8,1.3,44.2,0.8,1.3,0.2
Roger Espinoza,Wigan,hn,29,M(CL),181,73,6(6),606,1,2,1,-,0.2,79.1,1.5,-,1.5,2.1,0.8,-,0.7,0.3,0.3,-,1,0.3,0.6,-,0.9,1.3,29.8,0.6,1.5,0.1
Jean Beausejour,Wigan,cl,32,"D(L),M(L)",178,84,32(2),2787,1,7,4,-,0.4,77.4,0.6,-,1.2,1.1,0.9,0.2,1.7,0.3,0.1,-,2,0.5,1.3,0.4,1.1,1.2,39.3,2,0.8,0.1
Roman Golobart,Wigan,es,24,Defender,193,89,2(1),213,-,-,1,-,0.7,71,0.7,-,2,2,0.7,1.3,3,0.3,-,-,-,0.3,1,-,-,-,31,-,2,-
Emmerson Boyce,Wigan,eng,36,"D(CR),M(R)",180,73,36,3150,4,-,5,-,0.7,75.4,2.4,2,2,2.1,0.7,0.2,2.9,0.5,0.3,1,0.5,0.5,0.6,-,0.4,0.7,35.8,0.5,1.4,-
Garry Monk,Swansea,eng,37,D(C),183,81,10(1),923,-,-,-,-,0.4,91,2.4,-,1.2,1.8,0.4,0.5,10.1,0.5,0.7,-,0.1,0.2,0.6,-,0.2,0.2,36.5,-,2.7,-
Wayne Routledge,Swansea,eng,31,"M(CLR),FW",170,64,30(6),2528,5,4,-,-,0.8,80.3,0.2,-,1.1,0.4,1.1,-,0.4,0.6,0.1,-,1.6,0.8,1,0.2,1.3,1.7,32.7,0.5,1.5,-
Chico Flores,Swansea,es,29,D(C),187,77,26,2241,-,-,5,1,0.8,89.4,2.5,3,3.3,3.5,1.4,0.6,8.7,0.9,0.7,-,0.3,0.3,1.1,-,0.5,0.3,56.8,-,3.1,-
Itay Shechter,Swansea,il,29,FW,178,77,7(11),623,1,-,3,-,0.6,87,0.2,-,0.4,0.3,0.7,-,0.2,0.5,-,-,0.6,0.3,0.7,0.9,0.6,0.9,10.2,0.1,0.1,-
Alan Tate,Swansea,eng,34,Defender,185,85,2(1),162,-,-,-,-,-,90,3.7,-,1.3,0.3,0.7,0.3,8,0.3,1.3,-,0.3,-,-,-,0.3,-,16.7,-,1,-
Jonathan de Guzmán,Swansea,nl,29,M(CLR),173,70,33(4),2860,5,6,6,-,1.5,88.9,0.2,-,1.2,1.4,0.9,-,0.6,0.5,0.1,1,1.6,0.4,1.2,-,1.3,0.8,54.3,2.1,4.4,-
Ashley Williams,Swansea,wls,32,D(C),183,77,37,3330,-,-,7,-,0.6,86.3,2.2,4,1.1,3,1.1,0.6,10.4,0.2,1.4,-,0.1,0.1,0.4,0.1,0.1,0.2,51.8,-,5.7,-
Kyle Bartley,Swansea,eng,25,D(C),185,76,1(1),147,-,-,-,-,-,86.9,1.5,-,2.5,0.5,-,0.5,8,0.5,3,-,0.5,-,-,-,1,0.5,42,-,3.5,-
Scott Sinclair,Swansea,eng,27,AM(LR),175,64,0(1),13,1,-,-,-,1,75,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,4,1,-,-
Nathan Dyer,Swansea,eng,28,M(R),165,60,25(12),2309,3,4,3,1,1.4,86.7,0.1,-,1.3,0.8,0.8,-,0.3,0.4,0.1,-,1,0.7,1.9,0.1,1.4,1.4,32.8,0.4,0.4,0.1
Michu,Swansea,es,30,"AM(C),FW",191,76,35,3017,18,2,6,-,3.1,78.8,3.3,5,1.3,0.9,1.4,-,1.1,0.4,0.1,-,1,0.2,1.1,0.6,0.9,1.1,32,-,0.8,0.1
Roland Lamah,Swansea,be,28,M(L),180,71,1(4),152,-,-,-,-,0.4,85.9,0.6,-,0.6,0.2,0.6,-,-,0.4,0.2,-,0.4,0.4,0.4,0.2,0.6,0.4,15.6,-,0.2,-
Luke Moore,Swansea,eng,30,FW,176,76,4(13),529,3,2,-,-,1.2,79.9,0.6,-,0.1,0.1,0.7,0.1,0.3,0.1,-,-,0.5,0.2,0.4,0.4,0.6,0.4,10.2,-,0.1,0.2
Kemy Agustien,Swansea,nl,30,DMC,175,75,4(14),564,-,1,2,-,0.2,78.9,0.2,-,0.7,0.9,0.6,-,0.8,0.2,0.2,-,0.3,0.2,0.3,0.1,0.4,0.3,20,0.1,2.3,-
Danny Graham,Swansea,eng,31,FW,183,87,10(8),899,3,1,-,-,1.7,79.2,0.3,-,0.1,-,0.1,-,0.7,0.1,0.1,-,0.3,-,0.2,0.4,0.6,0.6,9.6,0.2,0.3,0.1
Gerhard Tremmel,Swansea,de,37,GK,190,86,12(2),1108,-,-,-,-,-,51.7,0.5,1,-,-,-,0.1,1.1,-,-,-,-,-,-,-,-,-,23.4,-,6.7,-
Mark Gower,Swansea,eng,37,M(C),180,75,0(1),6,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,1,-
Pablo Hernández,Swansea,es,31,M(CLR),173,64,27(3),2202,3,6,3,-,1.6,80.2,0.2,-,0.9,1.4,0.5,-,0.5,0.6,0.1,-,1.8,1,0.8,0.3,0.8,1.3,43.2,0.5,2.5,0.3
Ki Sung-yueng,Swansea,kr,27,DMC,187,79,20(9),2037,-,2,3,-,1.3,92.7,0.5,-,1.1,1.2,0.9,0.1,1.3,0.3,0.3,-,1.1,0.4,0.8,-,0.8,0.5,55.8,0.6,5.9,0.1
Angel Rangel,Swansea,es,33,D(R),188,84,30(3),2750,3,1,7,-,0.8,83.8,1.2,2,2.5,2.5,1,-,4.4,0.8,0.3,-,0.7,0.4,0.4,0.1,0.4,0.6,55.8,0.6,2.9,0.1
Dwight Tiendalli,Swansea,nl,30,D(R),180,69,11(3),1012,1,-,3,-,0.4,85,0.6,-,3.1,2.3,1.1,-,2.4,0.5,0.1,-,0.4,0.5,1.2,0.2,0.7,0.4,40,0.5,0.9,-
Leon Britton,Swansea,eng,33,M(C),168,64,30(3),2533,-,-,4,-,0.3,91.4,0.2,-,1.3,2,0.6,-,0.8,0.8,0.5,-,0.3,0.4,0.9,-,0.9,0.8,53.5,-,1.7,-
Ben Davies,Swansea,wls,23,D(CL),181,76,33(4),3049,1,2,5,-,0.2,83.1,1.5,1,2.5,1.8,0.8,0.1,4.5,0.9,0.3,-,0.5,0.5,0.9,-,0.4,0.3,41.2,0.6,2,-
Neil Taylor,Swansea,wls,27,"D(L),M(L)",175,65,4(2),278,-,-,-,-,0.5,87.8,0.2,-,1.3,1,0.5,-,2,0.3,-,-,0.2,0.2,0.3,-,0.2,0.5,24.5,0.2,0.8,-
Michel Vorm,Swansea,nl,32,GK,183,84,26,2312,-,-,1,-,-,59.8,0.3,-,-,-,-,-,0.7,0.1,-,-,0.1,-,0.2,-,-,-,28.7,-,6.8,-
